store,month,month_number,total_row,net_profit_cell,purchases,revenue,gross_profit,cash_revenue,cashless_revenue,receipts_total,writeoffs_copy,writeoffs_frozen,movement,discount,revaluation,cash_operating_costs,driver_cash,utilities_cash,rent,bank_fee,gross_profit_tax,salary_cashless,payroll_tax,vacation_cashless,vacation_tax,salary_cash,vacation_cash,personal_income_tax,net_profit
КОВ,Май,5,262,AQ231,2282672.0,3145203.0,862531.0,510958.0,2702452.0,3213410.0,490.0,0.0,-24980.0,0.0,0.0,104810.0,72000.0,27000.0,195000.0,-54049.04,-103503.72,105270.0,52636.0,0.0,0.0,53383.0,0.0,-34802.46,60076.78000000005
КОВ,Июнь,6,319,AQ288,2046109.0,2807000.0,760891.0,516668.0,2214023.0,2730691.0,11766.0,129.0,0.0,0.0,3416.0,32554.0,54000.0,27000.0,195000.0,-44280.46000000001,-91306.92,105270.0,52635.0,0.0,0.0,75364.0,0.0,-23741.96,59609.66
КОВ,Июль,7,376,AQ345,2047288.0,2818156.0,770868.0,483086.0,2551472.0,3034558.0,0.0,0.0,0.0,0.0,3500.0,30039.0,54000.0,37000.0,195000.0,-51029.44000000001,-92504.16,52634.0,26316.0,93608.0,46804.0,95366.0,0.0,-27589.1,-31021.69999999997
КОВ,Август,8,433,AQ402,2233094.0,3014328.0,781234.0,481507.0,2197954.0,2679461.0,0.0,0.0,0.0,0.0,0.0,14949.0,54000.0,37000.0,195000.0,-43959.07999999999,-93748.08,16195.0,8098.0,0.0,0.0,131805.0,0.0,-32285.88,154193.96000000002
УМБА,Январь,1,34,AQ3,576728.0,804299.0,227571.0,259364.0,635616.0,894980.0,0.0,10680.0,0.0,4827.0,0.0,16000.0,20000.0,24000.0,65000.0,-12712.32,-27308.52,105270.0,0.0,0.0,0.0,0.0,0.0,-3520.0,-56919.84
УМБА,Февраль,2,91,AQ60,673199.0,912507.0,239308.0,255343.0,749243.0,1004586.0,10609.0,0.0,0.0,1841.0,0.0,10543.0,20000.0,45000.0,65000.0,-14984.86,-28716.96,105268.0,52634.0,0.0,0.0,0.0,0.0,-2319.46,-105158.28
УМБА,Март,3,148,AQ117,722288.0,985110.0,262822.0,254442.0,742623.0,997065.0,15327.0,1176.0,0.0,1152.0,0.0,10500.0,20000.0,45000.0,65000.0,-14852.459999999995,-31538.64,105270.0,52635.0,0.0,0.0,3200.0,0.0,-3014.0,-89364.09999999999
УМБА,Апрель,4,205,AQ174,785907.0,1085872.0,299965.0,284300.0,749336.0,1033636.0,0.0,0.0,0.0,445.0,6602.0,10000.0,20000.0,34424.0,65000.0,-14986.719999999998,-35995.8,105270.0,52635.0,0.0,0.0,0.0,0.0,-2200.0,-40546.52
УМБА,Май,5,262,AQ231,532114.0,717315.0,185201.0,255000.0,656130.0,911130.0,0.0,1312.0,0.0,2441.0,0.0,30000.0,20000.0,35000.0,65000.0,-13122.6,-22224.12,105270.0,52635.0,0.0,0.0,3200.0,0.0,-7304.0,-169866.72
УМБА,Июнь,6,319,AQ288,908030.0,1230325.0,322295.0,313536.0,691658.0,1005194.0,46874.0,0.0,0.0,0.0,0.0,11336.0,20000.0,35000.0,0.0,-13833.159999999996,-38675.4,105270.0,52635.0,0.0,0.0,0.0,0.0,-2493.92,43051.52
УМБА,Июль,7,376,AQ345,1055705.0,1406774.0,351069.0,338409.0,993116.0,1331525.0,6177.0,0.0,0.0,1863.0,0.0,19000.0,20000.0,35000.0,0.0,-19862.320000000007,-42128.27999999999,70854.0,0.0,93831.0,46916.0,34145.0,0.0,-11691.9,-42359.50000000001
УМБА,Август,8,433,AQ402,924843.0,1248834.0,323991.0,368119.0,923454.0,1291573.0,0.0,0.0,0.0,0.0,4800.0,1650.0,20000.0,35000.0,0.0,-18469.08,-38878.920000000006,26317.0,13159.0,0.0,0.0,52369.0,0.0,-11884.18,106263.81999999998
