store,purchase_smoked,purchase_frozen,sales_smoked,sales_frozen,purchases,revenue,gross_profit,cash_revenue,cashless_revenue,receipts_total,writeoff_smoked,writeoff_frozen,movement,discount,revaluation,household,delivery,cleaning,bonus,service_bonus,extra_pay,driver_cash,utilities_cash,other_cash_expenses,cash_operating_total,driver_cashless,utilities_cashless,rent,bank_fee_raw,gross_profit_tax_raw,salary_cashless,payroll_tax,vacation_cashless,vacation_tax,salary_cash,vacation_cash,personal_income_tax_raw,bank_fee,gross_profit_tax,personal_income_tax,driver_total,utilities_total,payroll_total,net_profit,inventory_effect,stock_open,stock_close,stock_change,gross_margin,net_margin,frozen_sales_share,smoked_markup,frozen_markup,frozen_uplift_pp,writeoff_frozen_share,writeoff_smoked_share,loss_months,best_month,worst_month,best_month_profit,worst_month_profit,household_ratio,household_median_gap,delivery_ratio,delivery_median_gap,cleaning_ratio,cleaning_median_gap,bonus_ratio,bonus_median_gap,service_bonus_ratio,service_bonus_median_gap,extra_pay_ratio,extra_pay_median_gap,driver_cash_ratio,driver_cash_median_gap,utilities_cash_ratio,utilities_cash_median_gap,other_cash_expenses_ratio,other_cash_expenses_median_gap,driver_cashless_ratio,driver_cashless_median_gap,utilities_cashless_ratio,utilities_cashless_median_gap,rent_ratio,rent_median_gap,bank_fee_ratio,bank_fee_median_gap,gross_profit_tax_ratio,gross_profit_tax_median_gap,salary_cashless_ratio,salary_cashless_median_gap,payroll_tax_ratio,payroll_tax_median_gap,vacation_cashless_ratio,vacation_cashless_median_gap,vacation_tax_ratio,vacation_tax_median_gap,salary_cash_ratio,salary_cash_median_gap,vacation_cash_ratio,vacation_cash_median_gap,personal_income_tax_ratio,personal_income_tax_median_gap,writeoff_frozen_ratio,writeoff_frozen_median_gap,driver_total_ratio,driver_total_median_gap,utilities_total_ratio,utilities_total_median_gap,payroll_total_ratio,payroll_total_median_gap,writeoff_smoked_ratio,writeoff_smoked_median_gap,profit_rank,margin_rank,mix_rank
ГС2,6716054.0,5836413.0,8488975.0,8407838.0,12552467.0,16896813.0,4344346.0,2712069.0,14171836.0,16883905.0,254715.0,3934.0,0.0,13955.0,22184.0,31579.0,0.0,40000.0,22500.0,1000.0,1000.0,0.0,0.0,6300.0,102379.0,104000.0,344000.0,520000.0,-283436.72000000003,-521321.5199999999,422460.0,203958.0,93682.0,46841.0,614882.0,0.0,-157797.42,283436.72000000003,521321.5199999999,157797.42,104000.0,344000.0,1539620.42,925654.3400000001,8229.0,1310760.0,1073248.0,-237512.0,0.2571103793360322,0.05478277708346539,0.4975990442694726,0.2639825409384737,0.4405831115789784,17.66005706405047,0.00023282497119427197,0.015074736283108537,1,Март,Июль,261301.34000000003,-37756.84000000004,0.00186893232469342,15003.85203661061,0.0,0.0,0.002367310332427778,-3386.335747653655,0.0013316120619906251,-3708.818133961133,5.918275831069445e-05,-56966.62013839774,5.918275831069445e-05,1000.0,0.0,0.0,0.0,0.0,0.000372851377357375,5355.52559986979,0.006155006864312223,-74926.06614026448,0.02035886885887889,139408.9922350181,0.030775034321561114,-115893.7191351495,0.016774566896135976,1066.3356057300116,0.030853245520323855,-7734.348110148101,0.025002348075935977,-207392.7461902086,0.012070797019532618,-64298.41785392689,0.005544359164062478,-16301.864057771512,0.002772179582031239,-8150.634269187067,0.036390412795596426,140570.79769950185,0.0,0.0,0.009338886569911144,14198.153519865271,0.00023282497119427197,-11938.961917192972,0.006155006864312223,-75632.31303284646,0.02035886885887889,126186.39959311296,0.09111898320706988,-91752.12739889952,0.015074736283108537,142448.58864896925,12,11,15
Н95,5002446.0,5036028.0,6433715.0,7300015.0,10038474.0,13733730.0,3695256.0,2691210.0,11092229.0,13783439.0,59435.0,188493.0,-6400.0,41966.0,26071.0,34837.0,0.0,48000.0,36000.0,67000.0,11000.0,0.0,228500.0,0.0,425337.0,104000.0,438000.0,450248.0,-221844.58000000002,-443430.72,576523.0,267315.0,186600.0,46800.0,1032677.0,77500.0,-337813.08,221844.58000000002,443430.72,337813.08,104000.0,666500.0,2525228.08,-1101325.38,-22295.0,1316266.0,996334.0,-319932.0,0.2690642673184925,-0.08019127942663791,0.5315391375831621,0.2861138331128412,0.44955806441107954,16.34442312982383,0.013724822025771586,0.004327666264008394,8,Март,Февраль,-15318.579999999973,-264045.94,0.002536601491364691,21364.719349250077,0.0,0.0,0.003495044681961856,12735.585293651326,0.002621283511471392,14697.472010199435,0.004878499868571758,19884.729801216527,0.0008009477396162586,11000.0,0.0,0.0,0.016637868954755917,228500.0,0.0,-767.6688144267364,0.007572596810917355,-41431.11072677045,0.031892282722901934,271708.4241228115,0.032784101624249204,-66606.42972576997,0.016153264990647117,-7666.075013292604,0.0322877120782191,13414.098076067807,0.04197861760788948,64578.6732245984,0.0194641222741382,49276.17731947373,0.013586986201126715,97205.11273184248,0.0034076685649128097,2102.7983850112723,0.07519275535488174,647156.8437213916,0.005643040892750913,77500.0,0.024597329348982396,221095.59285989727,0.013724822025771586,175591.45618395548,0.007572596810917355,-42005.148217512644,0.048530151677657854,489461.10051545955,0.18387052024468226,1199248.435472438,0.004327666264008394,-31815.141761289036,32,31,12
РОС,3650549.0,3900117.0,4641270.0,5650961.0,7550666.0,10292231.0,2741565.0,1769272.0,8390032.0,10159304.0,143807.0,99983.0,-8177.0,9698.0,5000.0,6839.0,0.0,33500.0,15000.0,54500.0,0.0,0.0,0.0,10500.0,120339.0,104000.0,430306.0,400000.0,-167800.64,-328987.8,526349.0,184219.0,93400.0,46700.0,267934.0,0.0,-85420.06,167800.64,328987.8,85420.06,104000.0,430306.0,1204022.06,-113873.49999999997,-12875.0,922136.0,798398.0,-123738.0,0.2663722763315359,-0.011064024894116734,0.5490511240954463,0.27138959099028664,0.44892089134761853,17.75313003573319,0.009714414688127384,0.01397238363577343,4,Март,Май,83875.15999999999,-172192.69999999998,0.0006644817824240439,-3257.297550217496,0.0,0.0,0.00325488225050526,7072.401507999817,0.0014574099629128029,-964.383962331649,0.005295256198583184,19191.22048319754,0.0,0.0,0.0,0.0,0.0,0.0,0.001020186974038962,9924.699279105087,0.010104709076195434,-4987.914149069446,0.04180881676674377,305684.9893727304,0.038864265677674745,12662.751917294809,0.01630362163460964,-4197.548282288597,0.0319646731597843,6727.90362219332,0.05114041843794606,142691.44518336107,0.01789884039718891,20817.947991840832,0.009074806035737052,26406.340594810288,0.004537403017868526,13203.351669572869,0.02603264540020526,-20979.682122448692,0.0,0.0,0.008299469765107292,-2049.5013926782412,0.009714414688127384,90314.41985379416,0.010104709076195434,-5418.1051064698695,0.04180881676674377,297630.80910279497,0.11698358305405311,210316.14013878582,0.01397238363577343,75422.98940783505,23,24,9
С1,12334618.0,6056796.0,15678940.0,8864266.0,18391414.0,24543206.0,6151792.0,3024575.0,21776575.0,24801150.0,464422.0,33802.0,339242.0,48778.0,18403.0,52233.0,0.0,97200.0,51000.0,160000.0,0.0,0.0,0.0,3350.0,363783.0,190000.0,280000.0,760000.0,-435531.50000000006,-738215.0399999999,680548.0,304089.0,93433.0,46716.0,900500.0,163500.0,-314112.26,435531.50000000006,738215.0399999999,314112.26,190000.0,280000.0,2502898.2600000002,847562.2,308867.0,1464205.0,1016904.0,-447301.0,0.25065152449928507,0.03453347537399963,0.3611698487964449,0.2711330014435794,0.4635239489657568,19.239094752217746,0.001377244684333416,0.018922629749348965,1,Июнь,Август,242940.47999999998,-69177.24000000003,0.002128206070551663,28157.023604572874,0.0,0.0,0.00396036279856837,34179.84490685743,0.002077968135051305,12930.784078728713,0.006519115717808016,75801.47693056411,0.0,0.0,0.0,0.0,0.0,0.0,0.00013649398534160533,1978.11822773193,0.0077414499148970185,-69896.3070757862,0.011408452506164027,-17175.52353355335,0.030965799659588074,-163657.64732320316,0.01774550154531564,25378.73850067152,0.030078182939914204,-30256.92903559236,0.02772856977201756,-234334.92492862442,0.01238994612195326,-85562.7363488017,0.0038068783678872273,-66322.37116057816,0.0019034188117069955,-33161.25307401565,0.03669039814928824,211546.55379870743,0.0066617213741350665,163500.0,0.012798338570763738,105529.35275761993,0.001377244684333416,10745.973152580784,0.0077414499148970185,-70922.15514379164,0.011408452506164027,-36381.79722933035,0.1019792711677521,133273.1423191717,0.018922629749348965,301351.1498539348,13,17,31
С3,3573897.0,2497519.0,4520318.0,3629142.0,6071416.0,8149460.0,2078044.0,1012262.0,7762689.0,8774951.0,10995.0,1574.0,300449.0,13716.0,11505.0,29089.0,0.0,32000.0,24000.0,124000.0,0.0,0.0,0.0,1655.0,210744.0,180000.0,184000.0,272000.0,-155253.78,-249365.27999999997,287887.0,117625.0,93000.0,46500.0,560465.0,93000.0,-190125.98,155253.78,249365.27999999997,190125.98,180000.0,184000.0,1388602.98,-563496.04,298238.0,1296611.0,956789.0,-339822.0,0.2549916190766014,-0.06914519980464964,0.44532300299651756,0.2648148505678815,0.4530988553040037,18.828400473612216,0.0001931416314700606,0.0013491691474036317,7,Март,Июль,4929.5,-195133.06,0.003569438956691609,21094.6814665746,0.0,0.0,0.003926640538146085,11074.443936730935,0.0029449804036095644,11359.289883246569,0.015215732085316081,96042.26310884385,0.0,0.0,0.0,0.0,0.0,0.0,0.00020308094033224289,1199.4728929126966,0.02208735302707173,93702.61250050884,0.022578183094339992,85324.21811495403,0.03337644457424173,-34696.323640625924,0.019050805820262938,19064.419745748048,0.030598994289192164,-5802.344505812245,0.035325898893914444,-15895.716951845156,0.014433471665607291,-11757.088033042863,0.011411799063987062,39953.95511661006,0.005705899531993531,19977.12117004732,0.06877326841287644,331701.13957852183,0.011411799063987062,93000.0,0.023329886888211,120866.97368862052,0.0001931416314700606,-6081.6489218225615,0.02208735302707173,93361.98431215041,0.022578183094339992,78946.86222946837,0.1703920235205768,601779.7299512817,0.0013491691474036317,-43151.93461120573,30,30,24
ПОЛ,6155145.0,5851543.0,7955297.0,8513957.0,12006688.0,16469254.0,4462566.0,1783636.0,14097761.0,15881397.0,343786.0,30625.0,2868.0,27892.0,0.0,15343.0,0.0,32000.0,22500.0,44000.0,0.0,0.0,0.0,0.0,113843.0,300000.0,0.0,410400.0,-281955.22000000003,-535507.9199999999,368442.0,157900.0,93608.0,46804.0,482292.0,0.0,-131149.7,281955.22000000003,535507.9199999999,131149.7,300000.0,0.0,1280195.7,1510039.1600000001,-25024.0,784305.0,972727.0,188422.0,0.27096345711833697,0.09168837641340646,0.5169606953660439,0.2924629720339651,0.4549934948781885,16.253052284422342,0.0018595256348587494,0.020874412405079187,1,Март,Июль,405387.3,-20814.259999999944,0.0009316147531636831,-812.7284143845682,0.0,0.0,0.001943014540913632,-10288.48265985946,0.0013661820990798976,-3045.627029666004,0.0026716449937562443,-12499.825770740761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-920.5753056651605,0.0182157613210653,125601.50068034633,0.0,-199414.01215705348,0.02491916148721733,-209402.9875480919,0.017120096635828193,6729.96996812307,0.03251561485420044,19839.34557140636,0.022371505108853138,-245472.87611326936,0.009587562375320704,-103568.42500810401,0.005683803285807603,-13592.819057943634,0.0028419016429038014,-6796.11930382056,0.02928438653019742,19982.825735463353,0.0,0.0,0.007963305441764395,-8815.913271273399,0.0018595256348587494,15153.689431162076,0.0182157613210653,124913.12474456226,0.0,-212302.0187153356,0.07773246438484706,-309896.3991277772,0.020874412405079187,234360.391501604,6,3,13
СНЕЖ,5383417.0,3564489.0,6862131.0,5243164.0,8947906.0,12105295.0,3157389.0,1048389.0,10849592.0,11897981.0,59416.0,23862.0,0.0,52759.0,76396.0,11897.0,0.0,40000.0,24000.0,46000.0,0.0,0.0,0.0,500.0,122397.0,300000.0,236830.0,40000.0,-216991.84,-378886.68,684257.0,289492.0,92400.0,46200.0,126463.0,0.0,-54749.2,216991.84,378886.68,54749.2,300000.0,236830.0,1293561.2,544860.28,23637.0,958718.0,1106391.0,147673.0,0.2608271008678434,0.04501007864740182,0.43312979981074395,0.2746794461584529,0.47094408202690485,19.626463586845194,0.001971203510529896,0.0049082653499976665,1,Январь,Май,199366.72,-109623.62,0.0009827930670008454,22.153792879298635,0.0,0.0,0.0033043391342383642,8916.9553338613,0.0019826034805430185,5223.354066062693,0.0037999900043741187,4471.278759595349,0.0,0.0,0.0,0.0,0.0,0.0,4.1304239177979556e-05,-176.64483435569934,0.02478254350678773,171812.93810747546,0.019564165929041796,90255.93876476015,0.0033043391342383642,-415569.99765447655,0.017925365718059742,14694.708442940406,0.0312992521041412,-142.0371287528542,0.05652542957441351,233014.90486687626,0.023914493616223314,97306.46336862154,0.007633023400090621,13604.837879236671,0.0038165117000453106,6802.63226203552,0.010446915998329656,-213345.28370724164,0.0,0.0,0.004522748103206076,-48128.868339020075,0.001971203510529896,12490.217254260522,0.02478254350678773,171306.96535524473,0.019564165929041796,80782.94615987714,0.10685912239230849,124805.53340386972,0.0049082653499976665,-21014.43549073873,17,13,26
ЗАО,4358025.0,3606134.0,5594859.0,5226167.0,7964159.0,10821026.0,2856867.0,706441.0,9832473.0,10538914.0,29947.0,2778.0,-5780.0,15743.0,16662.0,12139.0,0.0,0.0,22200.0,64000.0,0.0,0.0,0.0,1000.0,99339.0,288000.0,200000.0,40000.0,-196649.46000000002,-342824.04,697899.0,296314.0,279932.0,139966.0,115515.0,0.0,-47267.88,196649.46000000002,342824.04,47267.88,288000.0,200000.0,1576893.88,110382.62,-4861.0,758145.0,1002671.0,244526.0,0.26401073243886486,0.01020075360691306,0.4829640923143517,0.283806081883422,0.44924370530878777,16.543762342536578,0.00025672242170012347,0.0027674824919559386,3,Март,Июль,98182.96,-115348.20000000001,0.0011217975079257734,1523.9741329513672,0.0,0.0,0.0,-27785.39758770424,0.0020515614693098418,5415.396746305654,0.0059144114430554,26877.123416722105,0.0,0.0,0.0,0.0,0.0,0.0,9.241267879774063e-05,395.1414364268928,0.0266148514937493,173412.49679560744,0.018482535759548124,68976.20193872826,0.003696507151909625,-367237.8896539927,0.018172903382729144,15814.336171595816,0.03168128789266378,4007.0510049461736,0.06449471612026438,294529.85916287004,0.027383170505273714,124517.71674444128,0.02586926600120913,209496.33544304414,0.012934633000604564,104748.35841224235,0.010675050591321008,-188242.51049531944,0.0,0.0,0.004368151411890148,-44695.698940150825,0.00025672242170012347,-7387.33316684957,0.0266148514937493,172960.203455612,0.018482535759548124,60508.21340352556,0.14572498763056294,532133.2644277187,0.0027674824919559386,-41950.44930929867,20,20,21
ЗАП,9733548.0,6781256.0,12445194.0,9881508.0,16514804.0,22326702.0,5811898.0,2439257.0,19497782.0,21937039.0,300579.0,13400.0,651.0,41246.0,52259.0,27594.0,0.0,49500.0,30000.0,61000.0,30750.0,0.0,0.0,49126.0,247970.0,324000.0,256482.0,760600.0,-389955.64,-697427.7599999999,715607.0,274064.0,54035.0,27018.0,470353.0,0.0,-158031.06,389955.64,697427.7599999999,158031.06,324000.0,256482.0,1699108.06,1422954.54,11664.0,1106412.0,1193760.0,87348.0,0.2603115319047121,0.0637333064238507,0.4425869973988993,0.278587622930508,0.4571796139240282,17.859199099352026,0.0006001782081383986,0.013462758628659083,1,Апрель,Июнь,259757.12000000005,-21899.019999999982,0.001235919214579923,5692.3319644656185,0.0,0.0,0.0022170762166306515,-7828.786742790508,0.001343682555533728,-4631.17407105981,0.0027321545295852473,-15594.53020976235,0.0013772746194220713,30750.0,0.0,0.0,0.0,0.0,0.0022003249741049976,47878.013265558664,0.014511771599764264,87575.00324197378,0.011487679640280055,-13855.516444576671,0.03406683172463179,-79641.8592667256,0.017465886363333016,16843.89247717918,0.03123738382856545,-1643.2842641803436,0.03205162141726082,-116652.5845778978,0.012275167196659857,-80398.17585600936,0.0024201962296088336,-91292.81759651218,0.0012101205095136757,-45645.51535174872,0.021066837368098522,-156380.86212091811,0.0,0.0,0.007078119285150131,-31714.66483701853,0.0006001782081383986,-7573.8304248568165,0.014511771599764264,86641.79980833788,0.011487679640280055,-31327.266033283668,0.07610206200629184,-456515.5310734231,0.013462758628659083,152235.12527972696,10,9,25
НИК,4629398.0,2764934.0,5909902.0,4032974.0,7394332.0,9942876.0,2548544.0,1355379.0,8311914.0,9667293.0,215221.0,461.0,-10000.0,33738.0,2500.0,11043.0,0.0,0.0,27000.0,26000.0,0.0,48000.0,0.0,0.0,112043.0,288000.0,260979.0,760000.0,-166238.28,-305825.27999999997,666317.0,269996.0,187265.0,93632.0,179100.0,0.0,-64051.46,166238.28,305825.27999999997,64051.46,336000.0,260979.0,1460361.46,-805364.02,-41238.0,809992.0,828655.0,18663.0,0.25631859433829807,-0.08099910126607231,0.40561443188067514,0.2766027029864358,0.4586149253472235,18.201222236078767,4.636485459539071e-05,0.021645749177602133,8,Январь,Апрель,-927.1799999999848,-204839.08,0.0011106444453295003,1289.406770221507,0.0,0.0,0.0,-25530.551615460714,0.0027155120912701718,11577.504123853005,0.0026149375693712766,-8110.273705176922,0.0,0.0,0.004827577051146972,48000.0,0.0,0.0,0.0,-555.7729641482722,0.028965462306881833,182711.52407259,0.026247838150651782,140588.07060270762,0.07643663664316039,385810.3585250296,0.01671933553229468,78.32320195992361,0.03075823132059577,-5495.967012176581,0.06701451370810618,295682.1498878092,0.02715471861461412,112141.36203213109,0.01883408784339662,122545.3441496761,0.00941699363443736,61272.34729058802,0.01801289687209214,-100006.92210920295,0.0,0.0,0.006441944966426213,-20449.072751527543,4.636485459539071e-05,-8879.39407877521,0.033793039358028805,230295.9353294153,0.026247838150651782,132807.2779149401,0.14687515563907264,500385.4604673438,0.021645749177602133,149158.18643697537,31,32,29
ОЛЕ,10652374.0,9298815.0,13630916.0,13525146.0,19951189.0,27156062.0,7204873.0,3646773.0,23181193.0,26827966.0,110806.0,27590.0,-2835.0,37278.0,36291.0,16481.0,77000.0,118500.0,51000.0,160000.0,0.0,0.0,0.0,24500.0,447481.0,224000.0,105000.0,246000.0,-463623.86,-864584.76,1232744.0,484783.0,186814.0,93407.0,246806.0,0.0,-152743.13999999998,463623.86,864584.76,152743.13999999998,224000.0,105000.0,2397297.14,2429296.24,-3822.0,1290357.0,1476235.0,185878.0,0.2653136157959869,0.08945686749426335,0.49805255268602644,0.2796129764125818,0.45450210591349544,17.48891295009136,0.0010159794155721105,0.004080341251246223,0,Февраль,Июль,502587.9999999999,45322.79999999999,0.0006068994834376207,-10158.091392736369,0.002835462667598859,77000.0,0.004363666572863179,48770.75440107558,0.0018780337149031402,8877.956618649157,0.005891870478127499,66837.74920106072,0.0,0.0,0.0,0.0,0.0,0.0,0.0009021926669632733,22982.06846064114,0.008248618669378498,-63564.72273920075,0.003866540001271171,-223812.6637554863,0.009058750860121029,-775989.7244672534,0.017072573335559477,9806.464638245758,0.03183763389551843,14301.694438287173,0.04539479987930503,220463.1499715615,0.01785174153748802,53649.157473652274,0.006879274321880691,10051.161271038814,0.0034396371609403454,5026.059186169092,0.009088431157654597,-515493.0452085178,0.0,0.0,0.005624642483140596,-78045.3870251296,0.0010159794155721105,2079.4414143702015,0.008248618669378498,-64699.7820194487,0.003866540001271171,-245063.62661956722,0.08827852654040928,-224596.94394721836,0.004080341251246223,-69625.2817550916,4,5,14
МОН,7023575.0,5160613.0,8963634.0,7458489.0,12184188.0,16422123.0,4237935.0,2214140.0,13715413.0,15929553.0,97055.0,7981.0,-16032.0,26049.0,33822.0,12000.0,0.0,102000.0,30000.0,59000.0,0.0,39000.0,0.0,0.0,242000.0,224000.0,605000.0,600000.0,-274308.26,-508552.2,676356.0,296069.0,185237.0,92618.0,536050.0,0.0,-171171.0,274308.26,508552.2,171171.0,263000.0,605000.0,1957501.0,-181407.45999999988,-8259.0,751941.0,1131216.0,379275.0,0.2580625537879603,-0.01104652912415769,0.45417325153392163,0.27622101280330885,0.44527190858915405,16.90508957858452,0.0004859907577114116,0.005910015410309617,5,Апрель,Июль,138490.62,-216862.93999999997,0.0007307216003679914,-4109.494648368307,0.0,0.0,0.006211133603127927,59832.53669391587,0.0018268040009199785,4527.478342777409,0.0035927145351426245,2661.862991142487,0.0,0.0,0.002374845201195972,39000.0,0.0,0.0,0.0,-917.9408430033238,0.013640136540202507,50100.58677565062,0.03684054735188623,406156.6622527877,0.03653608001839957,-18029.262119719177,0.016703580895113257,-129.36229480686598,0.030967506454555236,-5640.656367447926,0.0411856615615411,64197.99897203175,0.01802866779161257,35348.83404109502,0.011279723090613801,78342.96361739915,0.005639831098573553,39171.27120329703,0.03264194282310515,75063.84216913191,0.0,0.0,0.010423195588049121,31605.934277455177,0.0004859907577114116,-7446.0354402607645,0.01601498174139848,88414.18080439739,0.03684054735188623,393305.5380352053,0.1191990219534953,371959.3577856927,0.005910015410309617,-12057.459016692854,25,23,23
А1,8969735.0,11679549.0,11365252.0,17007985.0,20649284.0,28373237.0,7723953.0,5177950.0,23126772.0,28304722.0,20676.0,5870.0,9795.0,33472.0,39494.0,7700.0,0.0,112000.0,36000.0,148000.0,15000.0,39000.0,0.0,2000.0,359700.0,224000.0,246655.0,1160000.0,-462535.44,-926874.3599999999,747727.0,314532.0,185546.0,92772.0,762040.0,0.0,-246782.8,462535.44,926874.3599999999,246782.8,263000.0,246655.0,2349399.8,1988918.4,15817.0,839772.0,897558.0,57786.0,0.2722267113900328,0.07009839589328493,0.5994375967747353,0.26706664132217955,0.45621932833194156,18.915268700976203,0.0002068851009139352,0.0007287148801527299,0,Март,Август,516156.93999999994,33623.46000000002,0.00027138250034707,-20133.095002904658,0.0,0.0,0.00394738182323011,39145.38613111542,0.0012688013003239638,-8010.015877241291,0.005216183123554073,50662.0788621066,0.0005286672084683183,15000.0,0.0013745347420176274,39000.0,0.0,0.0,7.04889611291091e-05,414.0325163492503,0.00789476364646022,-76453.80037498195,0.008693227353650202,-96895.53532193747,0.04088359745488328,92203.17939051404,0.016301821325497685,-11622.724513019377,0.03266720536680393,38480.34557077172,0.02635324971909268,-309925.7800097945,0.01108551696093047,-135925.90117583115,0.006539472390830838,860.3885129738483,0.0032697009509348547,429.69425648692413,0.026857703969413147,-34426.419710449525,0.0,0.0,0.008697731598266352,5649.9886901382415,0.0002068851009139352,-20783.979680575892,0.009269298388477846,-38639.734696663916,0.008693227353650202,-119098.99787923926,0.08280337558946833,-390011.46783155575,0.0007287148801527299,-167842.47957376845,5,8,3
А2,16304849.0,16586236.0,20804574.0,24005670.0,32891085.0,44810244.0,11919159.0,7486234.0,37145446.0,44631680.0,94023.0,34016.0,-9935.0,50132.0,78008.0,40114.0,0.0,114000.0,31500.0,75000.0,0.0,0.0,0.0,55800.0,316414.0,224000.0,383135.0,1520000.0,-742908.92,-1430299.08,762606.0,263174.0,186828.0,53415.0,1103546.0,0.0,-312391.2,742908.92,1430299.08,312391.2,224000.0,383135.0,2681960.2,4586425.8,17941.0,1763552.0,1832018.0,68466.0,0.26599183436715945,0.1023521719721053,0.5357183504736105,0.2759746502405511,0.44732475770874114,17.135010746819002,0.0007591121351626651,0.0020982478917097617,0,Март,Июль,768418.5,302769.84,0.000895197089308418,-3843.1903042059785,0.0,0.0,0.0025440611303076143,-1060.2951644361892,0.0007029642596902618,-38005.62425792504,0.001673724427833957,-78727.1195613585,0.0,0.0,0.0,0.0,0.0,0.0,0.001245250974308464,53295.259708349244,0.004998856957797418,-250510.8253080264,0.008550165448775508,-159439.0924134471,0.03392081507076819,-166386.22635603044,0.01657899742746324,-5935.600151879014,0.03191902012405914,27246.176494022366,0.0170185638801699,-907759.6033154489,0.00587307670094365,-448240.367821933,0.0041693144987115,-104848.53003507655,0.001192026537503344,-92422.47536065138,0.024627091965846025,-154324.38697881578,0.0,0.0,0.006971423766404843,-68433.17020495282,0.0007591121351626651,-8078.997234811373,0.004998856957797418,-252383.78771702276,0.008550165448775508,-194505.32665515726,0.059851497349579265,-1644429.7472549202,0.0020982478917097617,-203706.83139743912,2,1,11
А3,4804315.0,5370093.0,6054220.0,7781356.0,10174408.0,13835576.0,3661168.0,2664080.0,11087559.0,13751639.0,53355.0,39057.0,0.0,28615.0,15238.0,19729.0,0.0,48000.0,24000.0,3000.0,2000.0,0.0,0.0,0.0,96729.0,224000.0,290741.0,850000.0,-221751.18,-439340.16,52635.0,0.0,0.0,0.0,691682.0,0.0,-173450.42,221751.18,439340.16,173450.42,224000.0,290741.0,917767.42,581782.24,-13377.0,811816.0,789964.0,-21852.0,0.2646198466908786,0.04204973034733068,0.5624164834192664,0.2601629993037509,0.4490169909534155,18.88539916496646,0.002822939933978896,0.0038563627564186702,1,Июнь,Май,121853.77999999998,-594.139999999983,0.0014259615935035882,6156.812194008473,0.0,0.0,0.0034693170707168243,12474.072974697716,0.0017346585353584121,2539.497645940839,0.00021683231691980152,-44464.665578528475,0.00014455487794653435,2000.0,0.0,0.0,0.0,0.0,0.0,-773.3616595659743,0.016190146330011847,77490.40754225923,0.02101401488452667,123216.2462580371,0.0614358231272771,329312.7035839827,0.016027607379699986,-9461.47018652552,0.03175438160290543,6134.639439174207,0.0038043230003579178,-463105.7813368913,0.0,-219655.74553649628,0.0,-90057.818000647,0.0,-45028.665186478785,0.049993003543907386,303302.92004688,0.0,0.0,0.012536552146437561,55867.38437487018,0.002822939933978896,26059.78147420883,0.016190146330011847,76912.11312916005,0.02101401488452667,112389.22311384304,0.06633387869070287,-418045.366935091,0.0038563627564186702,-38571.83060968056,16,14,7
КИР1,19286396.0,16227587.0,24286347.0,23647631.0,35513983.0,47933978.0,12419995.0,7636860.0,39746899.0,47383759.0,70985.0,5692.0,8498.0,42062.0,132882.0,32860.0,112500.0,101000.0,18000.0,86000.0,0.0,39000.0,0.0,25000.0,414360.0,224000.0,0.0,1680000.0,-794937.9800000001,-1490399.4,0.0,263172.0,0.0,46500.0,2331400.0,186000.0,-644987.2,794937.9800000001,1490399.4,644987.2,263000.0,0.0,3472059.2,4338546.42,99318.0,1462093.0,2034953.0,572860.0,0.2591062857332642,0.09051087769097736,0.49333754440326233,0.25924755459755155,0.4572487579330186,19.800120333546705,0.00011874666442246875,0.0014808910706305242,1,Апрель,Июнь,1128969.46,-15527.559999999998,0.0006855262461212796,-14161.457704707493,0.002346978170683017,112500.0,0.0021070648465687535,-22081.17887252725,0.0003755165073092828,-56350.879768823506,0.0017941344238110177,-78443.47785871301,0.0,0.0,0.0008136190991701127,39000.0,0.0,0.0,0.0005215507045962261,22320.65359796521,0.004673094313182186,-283589.10085552715,0.0,-580397.0763720041,0.03504820734886639,-123944.65769150876,0.01658401854317203,-6108.690363605274,0.031092754287991704,-10460.693720794283,0.0,-1786807.2327675666,0.005490301681199921,-497835.25218234584,0.0,-312009.37834254367,0.0009700843105489805,-109503.84446719385,0.04863773250782566,985843.134558829,0.003880337242195922,186000.0,0.013455741144621879,237615.46189323883,0.00011874666442246875,-39337.45066229742,0.005486713412352298,-246592.62797106034,0.0,-617907.7871078122,0.07243419688639237,-1155924.5385205597,0.0014808910706305242,-247499.65694916894,3,4,19
