store,month,month_number,stock_open,stock_close,purchase_smoked,purchase_frozen,sales_smoked,sales_frozen,purchases,revenue,gross_profit,cash_revenue,cashless_revenue,receipts_total,writeoff_smoked,writeoff_frozen,movement,discount,revaluation,household,delivery,cleaning,bonus,service_bonus,extra_pay,driver_cash,utilities_cash,other_cash_expenses,cash_operating_total,driver_cashless,utilities_cashless,rent,bank_fee_raw,gross_profit_tax_raw,salary_cashless,payroll_tax,vacation_cashless,vacation_tax,salary_cash,vacation_cash,personal_income_tax_raw,bank_fee,gross_profit_tax,personal_income_tax,driver_total,utilities_total,payroll_total,net_profit,frozen_sales_share,smoked_markup,frozen_markup,inventory_effect
ПЗ1,Март,3,547072.0,660505.0,690351.0,540627.0,863192.0,783012.0,1230978.0,1646204.0,415226.0,252894.0,1259809.0,1512703.0,9036.0,4538.0,-2862.0,3632.0,0.0,1336.0,0.0,4000.0,0.0,5000.0,0.0,0.0,0.0,0.0,10336.0,13000.0,0.0,95000.0,-25196.180000000004,-49827.12,52635.0,26317.0,0.0,0.0,55865.0,0.0,-14564.220000000001,25196.180000000004,49827.12,14564.220000000001,13000.0,0.0,149381.22,67947.48000000001,0.47564700365203827,0.2503668423743864,0.44834053793095796,-6494.0
ПЗ1,Апрель,4,660505.0,695248.0,630903.0,380889.0,805175.0,548904.0,1011792.0,1354079.0,342287.0,196654.0,1107533.0,1304187.0,13176.0,5678.0,3705.0,0.0,0.0,1789.0,0.0,4000.0,6000.0,5000.0,0.0,0.0,0.0,0.0,16789.0,13000.0,0.0,95000.0,-22150.66,-41074.439999999995,89075.0,44537.0,0.0,0.0,22926.0,0.0,-8737.300000000001,22150.66,41074.439999999995,8737.300000000001,13000.0,0.0,165275.3,-16680.40000000001,0.4053707353854539,0.2762262978619534,0.44111276513629954,3705.0
ПЗ1,Май,5,695248.0,726298.0,613389.0,418437.0,777361.0,597198.0,1031826.0,1374559.0,342733.0,187845.0,1012427.0,1200272.0,139327.0,0.0,-3414.0,496.0,0.0,432.0,0.0,4000.0,0.0,5000.0,0.0,0.0,0.0,0.0,9432.0,13000.0,0.0,95000.0,-20248.54,-41127.960000000014,105270.0,52635.0,0.0,0.0,3360.0,0.0,-2814.24,20248.54,41127.960000000014,2814.24,13000.0,0.0,164079.24,-154.74000000002889,0.43446516300864496,0.2673213898521167,0.42721126477821036,-3910.0
ПЗ1,Июнь,6,726298.0,754072.0,727506.0,316978.0,922321.0,457922.0,1044484.0,1380243.0,335759.0,192560.0,1124330.0,1316890.0,31921.0,3258.0,0.0,400.0,0.0,3065.0,0.0,4000.0,0.0,5000.0,0.0,0.0,0.0,0.0,12065.0,13000.0,0.0,95000.0,-22486.600000000006,-40291.08,105269.0,52634.0,0.0,0.0,0.0,0.0,-2654.3,22486.600000000006,40291.08,2654.3,13000.0,0.0,160557.3,-10898.979999999992,0.33176911601797654,0.2677847330468752,0.44464915546189326,-400.0
ПЗ1,Июль,7,754072.0,531514.0,686137.0,290351.0,849288.0,413758.0,976488.0,1263046.0,286558.0,199000.0,1245568.0,1444568.0,24443.0,0.0,-13643.0,2950.0,0.0,0.0,0.0,4000.0,9000.0,5000.0,0.0,0.0,0.0,0.0,18000.0,13000.0,0.0,95000.0,-24911.360000000004,-34386.96000000001,105269.0,52635.0,93608.0,46804.0,3000.0,0.0,-4620.0,24911.360000000004,34386.96000000001,4620.0,13000.0,0.0,305936.0,-204676.32,0.32758743545365726,0.23778195899652693,0.4250269501396586,-16593.0
ПЗ1,Август,8,531514.0,762887.0,842348.0,502228.0,1064497.0,728206.0,1344576.0,1792703.0,448127.0,315142.0,1230249.0,1545391.0,22381.0,0.0,6861.0,419.0,0.0,2277.0,0.0,4000.0,0.0,5000.0,0.0,0.0,0.0,0.0,11277.0,13000.0,0.0,95000.0,-24604.980000000003,-53775.23999999999,52635.0,26318.0,0.0,0.0,29700.0,0.0,-9014.94,24604.980000000003,53775.23999999999,9014.94,13000.0,0.0,117667.94,132801.84000000003,0.40620560126245114,0.26372591850399124,0.44995101826262174,6442.0
ПЗ2,Январь,1,753949.0,817029.0,608645.0,576720.0,781719.0,844571.0,1185365.0,1626290.0,440925.0,279012.0,1275023.0,1554035.0,5236.0,3379.0,0.0,560.0,0.0,3313.0,0.0,4000.0,6000.0,3000.0,0.0,0.0,0.0,0.0,16313.0,13000.0,30000.0,100000.0,-25500.46,-52911.000000000015,52635.0,0.0,0.0,0.0,47500.0,0.0,-14038.86,25500.46,52911.000000000015,14038.86,13000.0,30000.0,114173.86,85647.67999999998,0.5193237368489015,0.2843595199171931,0.4644385490359273,-560.0
ПЗ2,Февраль,2,817029.0,851229.0,685873.0,595157.0,878696.0,887049.0,1281030.0,1765745.0,484715.0,299407.0,1422371.0,1721778.0,3065.0,1899.0,0.0,4803.0,0.0,2513.0,0.0,4000.0,0.0,3000.0,0.0,0.0,0.0,0.0,9513.0,13000.0,30000.0,100000.0,-28447.420000000006,-58165.79999999999,52634.0,0.0,0.0,0.0,46700.0,0.0,-12366.86,28447.420000000006,58165.79999999999,12366.86,13000.0,30000.0,111700.86,131988.92000000004,0.5023652905714019,0.281135137263021,0.4904453782783366,-4803.0
ПЗ2,Март,3,851229.0,862661.0,580957.0,574153.0,741712.0,845147.0,1155110.0,1586859.0,431749.0,236764.0,1310735.0,1547499.0,13022.0,11422.0,0.0,3484.0,0.0,1902.0,0.0,4000.0,0.0,3000.0,0.0,0.0,0.0,0.0,8902.0,13000.0,30000.0,100000.0,-26214.700000000004,-51809.880000000005,0.0,13158.0,0.0,0.0,120000.0,0.0,-28358.44,26214.700000000004,51809.880000000005,28358.44,13000.0,30000.0,161516.44,28883.979999999985,0.5325911123798649,0.27670722618025084,0.4719891736174852,-3484.0
ПЗ2,Апрель,4,862661.0,709525.0,569257.0,351172.0,716891.0,511794.0,920429.0,1228685.0,308256.0,231734.0,1137039.0,1368773.0,16723.0,4281.0,0.0,1078.0,9034.0,2030.0,0.0,4000.0,3000.0,5000.0,0.0,0.0,0.0,0.0,14030.0,13000.0,50505.0,100000.0,-22740.78,-36990.72,0.0,13159.0,0.0,0.0,115622.0,0.0,-28523.44,22740.78,36990.72,28523.44,13000.0,50505.0,157304.44,-90595.94,0.41653800607967056,0.2593450761255461,0.45738840226441746,7956.0
ПЗ2,Май,5,709525.0,572593.0,530997.0,360552.0,671544.0,518788.0,891549.0,1190332.0,298783.0,189605.0,1100724.0,1290329.0,33490.0,6890.0,3445.0,0.0,0.0,1538.0,0.0,4000.0,0.0,5000.0,0.0,0.0,0.0,0.0,10538.0,13000.0,50500.0,100000.0,-22014.48,-35853.96,52635.0,26317.0,0.0,0.0,59300.0,0.0,-15364.359999999999,22014.48,35853.96,15364.359999999999,13000.0,50500.0,153616.36,-93629.8,0.43583470829986926,0.2646851112153176,0.4388715081319754,3445.0
ПЗ2,Июнь,6,572593.0,610491.0,697174.0,431634.0,879046.0,617526.0,1128808.0,1496572.0,367764.0,229433.0,1220406.0,1449839.0,0.0,8835.0,0.0,0.0,0.0,2413.0,0.0,4000.0,3000.0,5000.0,0.0,0.0,0.0,0.0,14413.0,13000.0,50500.0,100000.0,-24408.12,-44131.68,52635.0,26317.0,0.0,0.0,48900.0,0.0,-13928.86,24408.12,44131.68,13928.86,13000.0,50500.0,141780.86,-29304.65999999999,0.4126269902149713,0.260870313580254,0.4306704291135545,0.0
ПЗ2,Июль,7,610491.0,584894.0,842143.0,487987.0,1042477.0,703680.0,1330130.0,1746157.0,416027.0,255691.0,1488164.0,1743855.0,5112.0,11242.0,-12965.0,2750.0,4170.0,2021.0,0.0,4000.0,6000.0,5000.0,0.0,0.0,0.0,0.0,17021.0,13000.0,50500.0,100000.0,-29763.279999999995,-49923.24,52635.0,26317.0,0.0,0.0,55700.0,0.0,-15998.62,29763.279999999995,49923.24,15998.62,13000.0,50500.0,150650.62,-6073.13999999999,0.40298781839204606,0.2378859647352053,0.4420056271990852,-11545.0
ПЗ2,Август,8,584894.0,649996.0,787771.0,571864.0,973653.0,814865.0,1359635.0,1788518.0,428883.0,297597.0,1403059.0,1700656.0,15060.0,1019.0,-6681.0,0.0,0.0,3097.0,0.0,4000.0,0.0,5000.0,0.0,0.0,0.0,0.0,12097.0,13000.0,50500.0,100000.0,-28061.179999999993,-51465.95999999999,26317.0,13159.0,0.0,0.0,55900.0,0.0,-14959.34,28061.179999999993,51465.95999999999,14959.34,13000.0,50500.0,110335.34,62404.52000000002,0.45560905733126533,0.23595943491192237,0.42492795489836743,-6681.0
МИРА,Январь,1,621556.0,697717.0,318996.0,475527.0,412057.0,700961.0,794523.0,1113018.0,318495.0,131438.0,896096.0,1027534.0,1604.0,10384.0,0.0,3853.0,6518.0,1956.0,0.0,4000.0,6000.0,11000.0,0.0,0.0,0.0,0.0,22956.0,13000.0,0.0,67000.0,-17921.920000000006,-38219.4,105270.0,0.0,0.0,0.0,0.0,0.0,-5050.32,17921.920000000006,38219.4,5050.32,13000.0,0.0,110320.32,38693.35999999999,0.6297840645883535,0.2917309307953705,0.47407192441228363,2665.0
МИРА,Февраль,2,697717.0,600305.0,294789.0,458929.0,383412.0,677876.0,753718.0,1061288.0,307570.0,146382.0,993087.0,1139469.0,1145.0,0.0,-17008.0,6578.0,5500.0,2150.0,0.0,4000.0,0.0,11000.0,0.0,0.0,0.0,0.0,17150.0,13000.0,0.0,67000.0,-19861.739999999998,-36908.39999999999,105268.0,26317.0,0.0,0.0,0.0,0.0,-3773.0,19861.739999999998,36908.39999999999,3773.0,13000.0,0.0,135358.0,18291.860000000015,0.6387295437242294,0.3006319774482766,0.4770825116739191,-18086.0
МИРА,Март,3,600305.0,740080.0,388631.0,610597.0,506703.0,886821.0,999228.0,1393524.0,394296.0,175051.0,1069453.0,1244504.0,0.0,6839.0,0.0,2406.0,0.0,339.0,0.0,4000.0,0.0,11000.0,0.0,0.0,0.0,0.0,15339.0,13000.0,0.0,67000.0,-21389.059999999998,-47315.52,105270.0,52635.0,0.0,0.0,3363.0,0.0,-4114.44,21389.059999999998,47315.52,4114.44,13000.0,0.0,165382.44,58030.98000000001,0.6363873173336089,0.3038151871569689,0.4523834869807746,-2406.0
МИРА,Апрель,4,740080.0,521924.0,317322.0,355346.0,398172.0,521612.0,672668.0,919784.0,247116.0,158737.0,962394.0,1121131.0,8814.0,9792.0,0.0,3803.0,5600.0,4070.0,0.0,10000.0,6000.0,11000.0,0.0,0.0,0.0,0.0,31070.0,13000.0,0.0,67000.0,-19247.880000000005,-29653.920000000006,105270.0,52635.0,0.0,0.0,0.0,0.0,-6835.4,19247.880000000005,29653.920000000006,6835.4,13000.0,0.0,164740.4,-87388.20000000001,0.567102711071295,0.2547885113543971,0.46789889291000886,1797.0
МИРА,Май,5,521924.0,555658.0,451464.0,366421.0,578164.0,521544.0,817885.0,1099708.0,281823.0,134169.0,871102.0,1005271.0,51351.0,0.0,0.0,9352.0,0.0,3169.0,0.0,4000.0,0.0,11000.0,0.0,0.0,0.0,0.0,18169.0,13000.0,0.0,67000.0,-17422.04,-33818.76,92000.0,45999.0,93400.0,46700.0,27000.0,0.0,-9937.18,17422.04,33818.76,9937.18,13000.0,0.0,315036.18,-182622.98,0.4742568027149025,0.2806425318519306,0.4233463693401852,-9352.0
МИРА,Июнь,6,555658.0,564538.0,414949.0,305892.0,535561.0,438499.0,720841.0,974060.0,253219.0,89903.0,873205.0,963108.0,2452.0,600.0,0.0,1420.0,2400.0,3003.0,0.0,4000.0,0.0,6000.0,0.0,0.0,0.0,0.0,13003.0,13000.0,0.0,67000.0,-17464.100000000002,-30386.279999999995,52635.0,26317.0,0.0,0.0,52000.0,0.0,-14300.66,17464.100000000002,30386.279999999995,14300.66,13000.0,0.0,145252.66,-33487.04000000001,0.45017658049812126,0.29066704582972847,0.4335092124017627,980.0
МИРА,Июль,7,564538.0,500989.0,400300.0,401303.0,491874.0,579024.0,801603.0,1070898.0,269295.0,151224.0,965834.0,1117058.0,956.0,329.0,-14364.0,1740.0,0.0,1824.0,0.0,4000.0,13000.0,0.0,0.0,0.0,0.0,0.0,18824.0,13000.0,0.0,67000.0,-19316.679999999997,-32315.400000000005,52635.0,26317.0,0.0,0.0,55900.0,0.0,-16439.28,19316.679999999997,32315.400000000005,16439.28,13000.0,0.0,151291.28,-32781.36,0.5406901497621622,0.22876342742942793,0.4428598839281042,-16104.0
МИРА,Август,8,500989.0,558228.0,428914.0,443086.0,561654.0,629465.0,872000.0,1191119.0,319119.0,145484.0,988396.0,1133880.0,0.0,0.0,0.0,0.0,0.0,2584.0,0.0,4000.0,0.0,7000.0,0.0,0.0,0.0,0.0,13584.0,13000.0,0.0,67000.0,-19767.92,-38294.27999999999,52635.0,26318.0,0.0,0.0,38200.0,0.0,-11392.48,19767.92,38294.27999999999,11392.48,13000.0,0.0,128545.48,38927.32000000002,0.5284652499036621,0.3094792895545494,0.4206384313654686,0.0
МАК,Январь,1,826421.0,852454.0,183689.0,426986.0,241422.0,624469.0,610675.0,865891.0,255216.0,123806.0,709116.0,832922.0,5935.0,315.0,0.0,2286.0,1600.0,0.0,0.0,4000.0,6000.0,11000.0,0.0,0.0,0.0,0.0,21000.0,13000.0,0.0,75000.0,-14182.319999999998,-30625.920000000002,26318.0,0.0,0.0,0.0,68000.0,0.0,-19580.0,14182.319999999998,30625.920000000002,19580.0,13000.0,0.0,113898.0,-12805.240000000005,0.7211866158673551,0.31429753550838646,0.46250462544439397,-686.0
МАК,Февраль,2,852454.0,786356.0,362998.0,516258.0,454386.0,756506.0,879256.0,1210892.0,331636.0,188270.0,1073960.0,1262230.0,886.0,16631.0,0.0,923.0,3680.0,0.0,0.0,4000.0,0.0,11000.0,0.0,0.0,0.0,0.0,15000.0,13000.0,0.0,75000.0,-21479.200000000004,-39796.31999999999,52634.0,26317.0,0.0,0.0,49300.0,0.0,-14146.0,21479.200000000004,39796.31999999999,14146.0,13000.0,0.0,142397.0,8332.479999999981,0.6247510099992403,0.2517589628592995,0.4653642171162481,2757.0
МАК,Март,3,786356.0,805613.0,427279.0,528584.0,547583.0,789051.0,955863.0,1336634.0,380771.0,220391.0,1095459.0,1315850.0,0.0,0.0,0.0,2824.0,1297.0,3784.0,0.0,4000.0,0.0,11000.0,0.0,0.0,0.0,0.0,18784.0,13000.0,0.0,75000.0,-21909.18,-45692.51999999999,52635.0,26317.0,0.0,0.0,55865.0,0.0,-16422.78,21909.18,45692.51999999999,16422.78,13000.0,0.0,151239.78,55145.52000000002,0.5903268957695226,0.28155841967426437,0.4927636856204501,-1527.0
МАК,Апрель,4,805613.0,720088.0,283635.0,450184.0,360754.0,654777.0,733819.0,1015531.0,281712.0,174007.0,926914.0,1100921.0,455.0,0.0,0.0,980.0,1300.0,1055.0,0.0,4000.0,6000.0,11000.0,0.0,0.0,0.0,0.0,22055.0,13000.0,0.0,75000.0,-18538.28,-33805.44,52635.0,26316.0,0.0,0.0,52500.0,0.0,-16402.1,18538.28,33805.44,16402.1,13000.0,0.0,147853.1,-28539.82,0.6447631830047532,0.27189521744495565,0.45446528530556396,320.0
МАК,Май,5,720088.0,745962.0,412194.0,364832.0,521361.0,527221.0,777026.0,1048582.0,271556.0,166210.0,852875.0,1019085.0,0.0,1959.0,0.0,1664.0,0.0,345.0,0.0,4000.0,0.0,11000.0,0.0,0.0,0.0,0.0,15345.0,13000.0,0.0,75000.0,-17057.500000000004,-32586.719999999998,52635.0,26317.0,0.0,0.0,56000.0,0.0,-15695.9,17057.500000000004,32586.719999999998,15695.9,13000.0,0.0,150647.9,-34040.12,0.5027942497582449,0.26484373862792765,0.44510624068064203,-1664.0
МАК,Июнь,6,745962.0,687744.0,341271.0,259294.0,416837.0,377084.0,600565.0,793921.0,193356.0,169070.0,678955.0,848025.0,0.0,0.0,0.0,4114.0,0.0,1855.0,0.0,4000.0,0.0,13000.0,0.0,0.0,0.0,0.0,18855.0,13000.0,0.0,75000.0,-13579.1,-23202.719999999998,52635.0,26317.0,0.0,0.0,55864.0,0.0,-16438.18,13579.1,23202.719999999998,16438.18,13000.0,0.0,151254.18,-101535.0,0.47496413371103674,0.22142520167257107,0.45427198469690777,-4114.0
МАК,Июль,7,687744.0,605168.0,336048.0,289765.0,417892.0,408937.0,625813.0,826829.0,201016.0,180807.0,726557.0,907364.0,1379.0,2549.0,0.0,613.0,2500.0,3893.0,0.0,4000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,31893.0,13000.0,0.0,75000.0,-14531.14,-24121.919999999995,52635.0,26317.0,0.0,0.0,55865.0,93000.0,-39766.76,14531.14,24121.919999999995,39766.76,13000.0,0.0,267583.76,-227662.82,0.494584732756108,0.24354854068466408,0.411271202526185,1887.0
МАК,Август,8,605168.0,658879.0,326517.0,327377.0,410567.0,469109.0,653894.0,879676.0,225782.0,126365.0,702100.0,828465.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,4000.0,3000.0,5000.0,0.0,0.0,0.0,0.0,12000.0,13000.0,0.0,75000.0,-14042.0,-27093.84,52635.0,26318.0,93414.0,46707.0,55900.0,0.0,-14938.0,14042.0,27093.84,14938.0,13000.0,0.0,289912.0,-205265.84,0.5332747511583811,0.2574138559401195,0.432932063034361,2500.0
ГС1,Январь,1,1331577.0,1276830.0,635647.0,773260.0,802109.0,1141749.0,1408907.0,1943858.0,534951.0,323320.0,1657629.0,1980949.0,14439.0,3087.0,0.0,1530.0,1400.0,1422.0,0.0,5000.0,7500.0,9000.0,0.0,0.0,0.0,16800.0,39722.0,13000.0,25000.0,88500.0,-33152.579999999994,-64194.12,105270.0,0.0,0.0,0.0,63600.0,0.0,-22730.839999999997,33152.579999999994,64194.12,22730.839999999997,13000.0,25000.0,191600.84,76694.45999999999,0.5873623484843029,0.26187805495817645,0.4765395856503634,-130.0
ГС1,Февраль,2,1276830.0,1287657.0,789010.0,982758.0,1027307.0,1446780.0,1771768.0,2474087.0,702319.0,430425.0,2018694.0,2449119.0,7837.0,472.0,0.0,6732.0,900.0,1115.0,0.0,5000.0,0.0,9000.0,0.0,0.0,0.0,0.0,15115.0,13000.0,25000.0,88500.0,-40373.88,-84278.27999999998,105268.0,52634.0,0.0,0.0,86100.0,0.0,-22267.3,40373.88,84278.27999999998,22267.3,13000.0,25000.0,266269.3,169310.54000000004,0.5847732921275606,0.30202025322872966,0.4721630350503379,-5832.0
ГС1,Март,3,1287657.0,1169202.0,827374.0,724540.0,1055133.0,1064669.0,1551914.0,2119802.0,567888.0,428278.0,1803776.0,2232054.0,14926.0,0.0,0.0,3277.0,12000.0,764.0,0.0,5000.0,0.0,9000.0,0.0,0.0,0.0,0.0,14764.0,13000.0,25000.0,88500.0,-36075.51999999999,-68146.56,105270.0,52635.0,0.0,0.0,111642.0,0.0,-27809.32,36075.51999999999,68146.56,27809.32,13000.0,25000.0,297356.32,25045.599999999984,0.5022492666767934,0.27527937788714657,0.46944130068733264,8723.0
ГС1,Апрель,4,1169202.0,1205701.0,890790.0,798437.0,1119062.0,1171745.0,1689227.0,2290807.0,601580.0,380260.0,1868527.0,2248787.0,0.0,3859.0,0.0,1662.0,0.0,1533.0,0.0,5000.0,9000.0,9000.0,0.0,0.0,0.0,0.0,24533.0,13000.0,29915.0,88500.0,-37370.54,-72189.6,105270.0,52635.0,0.0,0.0,104720.0,0.0,-28435.66,37370.54,72189.6,28435.66,13000.0,29915.0,291060.66,41152.19999999998,0.511498786235593,0.2562579283557292,0.46754847282878925,-1662.0
ГС1,Май,5,1205701.0,1044522.0,889412.0,642263.0,1125428.0,929918.0,1531675.0,2055346.0,523671.0,421964.0,1744782.0,2166746.0,48919.0,255.0,0.0,605.0,0.0,2234.0,0.0,5000.0,0.0,9000.0,0.0,0.0,0.0,0.0,16234.0,13000.0,30000.0,88500.0,-34895.64,-62840.520000000004,105270.0,52635.0,0.0,0.0,58360.0,0.0,-16410.68,34895.64,62840.520000000004,16410.68,13000.0,30000.0,232675.68,45270.15999999997,0.452438664828209,0.2653618345603612,0.4478772714604453,-605.0
ГС1,Июнь,6,1044522.0,1141614.0,969703.0,677917.0,1231476.0,980288.0,1647620.0,2211764.0,564144.0,420803.0,1629178.0,2049981.0,62387.0,0.0,0.0,2304.0,0.0,4865.0,0.0,5000.0,3000.0,9000.0,0.0,0.0,0.0,0.0,21865.0,13000.0,30000.0,88500.0,-32583.56,-67697.28000000001,105270.0,52635.0,0.0,0.0,83083.0,0.0,-23088.56,32583.56,67697.28000000001,23088.56,13000.0,30000.0,264076.56,46421.59999999998,0.4432154606006789,0.2699517274876947,0.4460295286886153,-2304.0
ГС1,Июль,7,1141614.0,890250.0,966728.0,650052.0,1195049.0,931085.0,1616780.0,2126134.0,509354.0,355052.0,1857354.0,2212406.0,160876.0,0.0,0.0,4216.0,0.0,1186.0,0.0,5000.0,18000.0,9000.0,0.0,0.0,0.0,0.0,33186.0,13000.0,30000.0,88500.0,-37147.08,-61122.479999999996,52635.0,26317.0,94012.0,47006.0,136383.0,0.0,-37305.18000000001,37147.08,61122.479999999996,37305.18000000001,13000.0,30000.0,393658.18,-147259.74,0.4379239502307945,0.2361791527709966,0.4323238756284113,-4216.0
ГС1,Август,8,890250.0,1015663.0,1098323.0,750281.0,1375676.0,1072242.0,1848604.0,2447918.0,599314.0,385582.0,1901198.0,2286780.0,40725.0,0.0,0.0,0.0,5000.0,4182.0,0.0,5000.0,0.0,0.0,6000.0,0.0,0.0,0.0,15182.0,13000.0,30000.0,88500.0,-38023.96000000001,-71917.68,33845.0,16922.0,0.0,0.0,174500.0,0.0,-41730.04,38023.96000000001,71917.68,41730.04,13000.0,30000.0,266997.04,75693.31999999998,0.4380220252475777,0.2525240753403143,0.42912055616495687,5000.0
ГС2,Январь,1,1310760.0,1196724.0,521672.0,492032.0,640023.0,716838.0,1013704.0,1356861.0,343157.0,271473.0,1148683.0,1420156.0,50122.0,619.0,0.0,0.0,0.0,5783.0,0.0,5000.0,4500.0,0.0,0.0,0.0,0.0,0.0,15283.0,13000.0,43000.0,65000.0,-22973.66,-41178.84,61835.0,0.0,0.0,0.0,19100.0,0.0,-7564.26,22973.66,41178.84,7564.26,13000.0,43000.0,88499.26,53603.24,0.5283061418966276,0.22686860709411277,0.4568930476066597,0.0
ГС2,Февраль,2,1196724.0,1056074.0,747075.0,764962.0,956208.0,1115167.0,1512037.0,2071375.0,559338.0,387766.0,1792892.0,2180658.0,28853.0,658.0,0.0,1856.0,0.0,2941.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,7941.0,13000.0,43000.0,65000.0,-35857.84,-67120.56,61844.0,52634.0,0.0,0.0,62100.0,0.0,-15409.02,35857.84,67120.56,15409.02,13000.0,43000.0,191987.02,134773.58000000005,0.538370406131193,0.27993574942274874,0.4578070544680651,-1856.0
ГС2,Март,3,1056074.0,1244105.0,799799.0,968991.0,1028023.0,1406776.0,1768790.0,2434799.0,666009.0,369812.0,1833469.0,2203281.0,38566.0,2258.0,0.0,2663.0,0.0,4630.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,9630.0,13000.0,43000.0,65000.0,-36669.38,-79921.07999999999,61923.0,32896.0,0.0,0.0,47780.0,0.0,-12630.2,36669.38,79921.07999999999,12630.2,13000.0,43000.0,155229.2,261301.34000000003,0.5777791103084895,0.2853516946132716,0.45179470191157606,-2663.0
ГС2,Апрель,4,1244105.0,1000367.0,742527.0,725037.0,945740.0,1046057.0,1467564.0,1991797.0,524233.0,372235.0,1854518.0,2226753.0,13693.0,0.0,0.0,3271.0,8182.0,1552.0,0.0,5000.0,6000.0,0.0,0.0,0.0,0.0,0.0,12552.0,13000.0,43000.0,65000.0,-37090.35999999999,-62907.95999999999,105270.0,52635.0,0.0,0.0,87080.0,0.0,-21919.04,37090.35999999999,62907.95999999999,21919.04,13000.0,43000.0,266904.04,23778.64000000005,0.5251825361721099,0.27367759017517207,0.4427636106846961,4911.0
ГС2,Май,5,1000367.0,1125496.0,918171.0,730094.0,1161824.0,1040163.0,1648265.0,2201987.0,553722.0,320002.0,1743698.0,2063700.0,11278.0,0.0,0.0,1880.0,0.0,2002.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,7002.0,13000.0,43000.0,65000.0,-34873.95999999999,-66446.63999999998,52635.0,26317.0,0.0,0.0,83900.0,0.0,-19998.440000000002,34873.95999999999,66446.63999999998,19998.440000000002,13000.0,43000.0,182850.44,141548.96000000002,0.4723747233748428,0.2653677800758247,0.4246973677362093,-1880.0
ГС2,Июнь,6,1125496.0,1174324.0,1030310.0,759575.0,1315828.0,1093298.0,1789885.0,2409126.0,619241.0,358476.0,1931484.0,2289960.0,68038.0,0.0,0.0,2300.0,0.0,3976.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,8976.0,13000.0,43000.0,65000.0,-38629.68000000001,-74308.91999999998,52635.0,26317.0,0.0,0.0,97922.0,0.0,-23517.559999999998,38629.68000000001,74308.91999999998,23517.559999999998,13000.0,43000.0,200391.56,175934.84000000003,0.4538152010314114,0.27711853713930756,0.43935490241253333,-2300.0
ГС2,Июль,7,1174324.0,1166708.0,1079668.0,705540.0,1340806.0,1005200.0,1785208.0,2346006.0,560798.0,341400.0,2002014.0,2343414.0,22731.0,399.0,0.0,1080.0,14002.0,5290.0,0.0,5000.0,12000.0,0.0,1000.0,0.0,0.0,6300.0,29590.0,13000.0,43000.0,65000.0,-40040.280000000006,-67295.76,26318.0,13159.0,93682.0,46841.0,126000.0,0.0,-34229.8,40040.280000000006,67295.76,34229.8,13000.0,43000.0,340229.8,-37756.84000000004,0.42847290245634495,0.24186879670417202,0.42472432463077925,12922.0
ГС2,Август,8,1166708.0,1073248.0,876832.0,690182.0,1100523.0,984339.0,1567014.0,2084862.0,517848.0,290905.0,1865078.0,2155983.0,21434.0,0.0,0.0,905.0,0.0,5405.0,0.0,5000.0,0.0,1000.0,0.0,0.0,0.0,0.0,11405.0,13000.0,43000.0,65000.0,-37301.56000000001,-62141.759999999995,0.0,0.0,0.0,0.0,91000.0,0.0,-22529.1,37301.56000000001,62141.759999999995,22529.1,13000.0,43000.0,113529.1,172470.58,0.47213628527931345,0.25511272398817564,0.4262020742354915,-905.0
Н95,Январь,1,1316266.0,1138647.0,355379.0,634110.0,457066.0,909576.0,989489.0,1366642.0,377153.0,331813.0,1194119.0,1525932.0,10141.0,4946.0,0.0,3242.0,0.0,2750.0,0.0,6000.0,9000.0,19000.0,0.0,0.0,43000.0,0.0,79750.0,13000.0,0.0,40812.0,-23882.38,-45258.36000000001,52635.0,0.0,0.0,0.0,130600.0,0.0,-46277.0,23882.38,45258.36000000001,46277.0,13000.0,43000.0,229512.0,-60007.74000000002,0.6655554270979525,0.28613677229099077,0.43441358754790177,-3242.0
Н95,Февраль,2,1138647.0,965408.0,524155.0,818350.0,675194.0,1199611.0,1342505.0,1874805.0,532300.0,409361.0,1484039.0,1893400.0,1127.0,148481.0,0.0,5981.0,945.0,6128.0,0.0,6000.0,0.0,19000.0,0.0,0.0,73300.0,0.0,104428.0,13000.0,0.0,40812.0,-29680.78,-63876.0,52634.0,52634.0,93000.0,0.0,143300.0,0.0,-54500.159999999996,29680.78,63876.0,54500.159999999996,13000.0,73300.0,396068.16,-264045.94,0.6398590786775158,0.28815712909349334,0.4658899004093603,-5036.0
