row	column	value	formula
1	A1	Январь	
2	A2	Дата	
2	B2	Остаток	
2	C2	З. Коп	
2	D2	З. Мор	
2	E2	П. Коп	
2	F2	П. Мор	
2	G2	Закупка	
2	H2	Продажа	
2	I2	% коп	
2	J2	% мор	
2	K2	% общий	
2	L2	Грязная	
2	M2	Выр нал	
2	N2	Б/нал	
2	O2	Общая	
2	P2	Списания К.	
2	Q2	Списания М.	
2	R2	Перемещение	
2	S2	Уценка	
2	T2	Переоценка	
2	U2	Хоз. Нужды	
2	V2	Доставка	
2	W2	Уборка	
2	X2	Премия	
2	Y2	Выслуга	
2	Z2	Доплата	
2	AA2	Водитель	
2	AB2	Ком. Плат.	
2	AC2	Расходы	
2	AD2	Траты нал	
2	AE2	Вод. Б/нал	
2	AF2	Ком. Б/нал	
2	AG2	Аренда	
2	AH2	-% банк	
2	AI2	Налоги	
2	AJ2	Зарпл. Б/нал	
2	AK2	Налоги з/п	
2	AL2	Отпускные	
2	AM2	Налоги отпуск.	
2	AN2	Зарпл. Нал	
2	AO2	Отпуск. Нал	
2	AP2	НДФЛ 22%	
2	AQ2	Итог	
3	A3	1	
3	B3	2207919	
3	C3	0	=ЗакПро!B4
3	D3	0	=ЗакПро!C4
3	E3	0	=ЗакПро!D4
3	F3	0	=ЗакПро!E4
3	G3	0	=SUM(C3:D3)
3	H3	0	=SUM(E3:F3)
3	I3	-	=IFERROR((E3-C3)/C3*100,"-")
3	J3	-	=IFERROR((F3-D3)/D3*100,"-")
3	K3	-	=IFERROR((H3-G3)/G3*100,"-")
3	L3	0	=H3-G3
3	O3	0	=M3+N3
3	W3	8000	
3	X3	21000	
3	Y3	40000	
3	AD3	69000	=SUM(U3:AC3)
3	AE3	13000	
3	AF3	50000	
3	AG3	71400	
3	AH3	0	=N3-N3-(N3*0.02)
3	AI3	0	=L3-L3-(L3*0.12)
3	AP3	-15180	=(AD3-AD3-(AD3*0.22))+(AN3-AN3-(AN3*0.22))+(AO3-AO3-(AO3*0.22))
3	AQ3	760296.26	=L34-Q34-AD34-AE34-AF34-AG34+AH34+AI34-AJ34-AK34-AL34-AM34-AN34-AO34+AP34
4	A4	2	
4	B4	2207919	=B3+H3-O3-P3-Q3+R3-S3+T3
4	C4	0	=ЗакПро!G4
4	D4	0	=ЗакПро!H4
4	E4	0	=ЗакПро!I4
4	F4	0	=ЗакПро!J4
4	G4	0	=SUM(C4:D4)
4	H4	0	=SUM(E4:F4)
4	I4	-	=IFERROR((E4-C4)/C4*100,"-")
4	J4	-	=IFERROR((F4-D4)/D4*100,"-")
4	K4	-	=IFERROR((H4-G4)/G4*100,"-")
4	L4	0	=H4-G4
4	O4	0	=M4+N4
4	AD4	0	=SUM(U4:AC4)
4	AH4	0	=N4-N4-(N4*0.02)
4	AI4	0	=L4-L4-(L4*0.12)
4	AP4	0	=(AD4-AD4-(AD4*0.22))+(AN4-AN4-(AN4*0.22))+(AO4-AO4-(AO4*0.22))
5	A5	3	
5	B5	2207919	=B4+H4-O4-P4-Q4+R4-S4+T4
5	C5	0	=ЗакПро!L4
5	D5	0	=ЗакПро!M4
5	E5	0	=ЗакПро!N4
5	F5	0	=ЗакПро!O4
5	G5	0	=SUM(C5:D5)
5	H5	0	=SUM(E5:F5)
5	I5	-	=IFERROR((E5-C5)/C5*100,"-")
5	J5	-	=IFERROR((F5-D5)/D5*100,"-")
5	K5	-	=IFERROR((H5-G5)/G5*100,"-")
5	L5	0	=H5-G5
5	O5	0	=M5+N5
5	AD5	0	=SUM(U5:AC5)
5	AH5	0	=N5-N5-(N5*0.02)
5	AI5	0	=L5-L5-(L5*0.12)
5	AP5	0	=(AD5-AD5-(AD5*0.22))+(AN5-AN5-(AN5*0.22))+(AO5-AO5-(AO5*0.22))
6	A6	4	
6	B6	2207919	=B5+H5-O5-P5-Q5+R5-S5+T5
6	C6	0	=ЗакПро!Q4
6	D6	0	=ЗакПро!R4
6	E6	0	=ЗакПро!S4
6	F6	0	=ЗакПро!T4
6	G6	0	=SUM(C6:D6)
6	H6	0	=SUM(E6:F6)
6	I6	-	=IFERROR((E6-C6)/C6*100,"-")
6	J6	-	=IFERROR((F6-D6)/D6*100,"-")
6	K6	-	=IFERROR((H6-G6)/G6*100,"-")
6	L6	0	=H6-G6
6	M6	38400	
6	N6	331531	
6	O6	369931	=M6+N6
6	AD6	0	=SUM(U6:AC6)
6	AH6	-6630.62	=N6-N6-(N6*0.02)
6	AI6	0	=L6-L6-(L6*0.12)
6	AP6	0	=(AD6-AD6-(AD6*0.22))+(AN6-AN6-(AN6*0.22))+(AO6-AO6-(AO6*0.22))
7	A7	5	
7	B7	1837988	=B6+H6-O6-P6-Q6+R6-S6+T6
7	C7	687130	=ЗакПро!V4
7	D7	45291	=ЗакПро!W4
7	E7	825665	=ЗакПро!X4
7	F7	71037	=ЗакПро!Y4
7	G7	732421	=SUM(C7:D7)
7	H7	896702	=SUM(E7:F7)
7	I7	20.161395951275594	=IFERROR((E7-C7)/C7*100,"-")
7	J7	56.845730939921836	=IFERROR((F7-D7)/D7*100,"-")
7	K7	22.429859329538612	=IFERROR((H7-G7)/G7*100,"-")
7	L7	164281	=H7-G7
7	M7	100000	
7	N7	691737	
7	O7	791737	=M7+N7
7	S7	1035	
7	AD7	0	=SUM(U7:AC7)
7	AH7	-13834.74	=N7-N7-(N7*0.02)
7	AI7	-19713.719999999998	=L7-L7-(L7*0.12)
7	AP7	0	=(AD7-AD7-(AD7*0.22))+(AN7-AN7-(AN7*0.22))+(AO7-AO7-(AO7*0.22))
8	A8	6	
8	B8	1941918	=B7+H7-O7-P7-Q7+R7-S7+T7
8	C8	636424	=ЗакПро!AA4
8	D8	216185	=ЗакПро!AB4
8	E8	780705	=ЗакПро!AC4
8	F8	344621	=ЗакПро!AD4
8	G8	852609	=SUM(C8:D8)
8	H8	1125326	=SUM(E8:F8)
8	I8	22.670578105162594	=IFERROR((E8-C8)/C8*100,"-")
8	J8	59.41022735157389	=IFERROR((F8-D8)/D8*100,"-")
8	K8	31.986174201773615	=IFERROR((H8-G8)/G8*100,"-")
8	L8	272717	=H8-G8
8	M8	121000	
8	N8	655422	
8	O8	776422	=M8+N8
8	AD8	0	=SUM(U8:AC8)
8	AH8	-13108.44	=N8-N8-(N8*0.02)
8	AI8	-32726.039999999997	=L8-L8-(L8*0.12)
8	AP8	0	=(AD8-AD8-(AD8*0.22))+(AN8-AN8-(AN8*0.22))+(AO8-AO8-(AO8*0.22))
9	A9	7	
9	B9	2290822	=B8+H8-O8-P8-Q8+R8-S8+T8
9	C9	0	=ЗакПро!AF4
9	D9	0	=ЗакПро!AG4
9	E9	0	=ЗакПро!AH4
9	F9	0	=ЗакПро!AI4
9	G9	0	=SUM(C9:D9)
9	H9	0	=SUM(E9:F9)
9	I9	-	=IFERROR((E9-C9)/C9*100,"-")
9	J9	-	=IFERROR((F9-D9)/D9*100,"-")
9	K9	-	=IFERROR((H9-G9)/G9*100,"-")
9	L9	0	=H9-G9
9	M9	90000	
9	N9	392000	
9	O9	482000	=M9+N9
9	AD9	0	=SUM(U9:AC9)
9	AH9	-7840	=N9-N9-(N9*0.02)
9	AI9	0	=L9-L9-(L9*0.12)
9	AP9	0	=(AD9-AD9-(AD9*0.22))+(AN9-AN9-(AN9*0.22))+(AO9-AO9-(AO9*0.22))
10	A10	8	
10	B10	1808822	=B9+H9-O9-P9-Q9+R9-S9+T9
10	C10	444033	=ЗакПро!AK4
10	D10	226164	=ЗакПро!AL4
10	E10	538045	=ЗакПро!AM4
10	F10	331418	=ЗакПро!AN4
10	G10	670197	=SUM(C10:D10)
10	H10	869463	=SUM(E10:F10)
10	I10	21.172300256962885	=IFERROR((E10-C10)/C10*100,"-")
10	J10	46.538794856829554	=IFERROR((F10-D10)/D10*100,"-")
10	K10	29.732451801485233	=IFERROR((H10-G10)/G10*100,"-")
10	L10	199266	=H10-G10
10	M10	300000	
10	N10	582517	
10	O10	882517	=M10+N10
10	AD10	0	=SUM(U10:AC10)
10	AH10	-11650.34	=N10-N10-(N10*0.02)
10	AI10	-23911.92	=L10-L10-(L10*0.12)
10	AP10	0	=(AD10-AD10-(AD10*0.22))+(AN10-AN10-(AN10*0.22))+(AO10-AO10-(AO10*0.22))
11	A11	9	
11	B11	1795768	=B10+H10-O10-P10-Q10+R10-S10+T10
11	C11	572606	=ЗакПро!AP4
11	D11	199897	=ЗакПро!AQ4
11	E11	706727	=ЗакПро!AR4
11	F11	278325	=ЗакПро!AS4
11	G11	772503	=SUM(C11:D11)
11	H11	985052	=SUM(E11:F11)
11	I11	23.422912089639297	=IFERROR((E11-C11)/C11*100,"-")
11	J11	39.234205615892186	=IFERROR((F11-D11)/D11*100,"-")
11	K11	27.514326805203343	=IFERROR((H11-G11)/G11*100,"-")
11	L11	212549	=H11-G11
11	M11	50000	
11	N11	474187	
11	O11	524187	=M11+N11
11	Q11	27783	
11	AD11	0	=SUM(U11:AC11)
11	AH11	-9483.74	=N11-N11-(N11*0.02)
11	AI11	-25505.879999999997	=L11-L11-(L11*0.12)
11	AP11	0	=(AD11-AD11-(AD11*0.22))+(AN11-AN11-(AN11*0.22))+(AO11-AO11-(AO11*0.22))
12	A12	10	
12	B12	2228850	=B11+H11-O11-P11-Q11+R11-S11+T11
12	C12	166040	=ЗакПро!AU4
12	D12	165273	=ЗакПро!AV4
12	E12	213617	=ЗакПро!AW4
12	F12	241430	=ЗакПро!AX4
12	G12	331313	=SUM(C12:D12)
12	H12	455047	=SUM(E12:F12)
12	I12	28.653938809925318	=IFERROR((E12-C12)/C12*100,"-")
12	J12	46.07951692048913	=IFERROR((F12-D12)/D12*100,"-")
12	K12	37.346557484916076	=IFERROR((H12-G12)/G12*100,"-")
12	L12	123734	=H12-G12
12	M12	41100	
12	N12	357181	
12	O12	398281	=M12+N12
12	Q12	6156	
12	AD12	0	=SUM(U12:AC12)
12	AH12	-7143.62	=N12-N12-(N12*0.02)
12	AI12	-14848.08	=L12-L12-(L12*0.12)
12	AP12	0	=(AD12-AD12-(AD12*0.22))+(AN12-AN12-(AN12*0.22))+(AO12-AO12-(AO12*0.22))
13	A13	11	
13	B13	2279460	=B12+H12-O12-P12-Q12+R12-S12+T12
13	C13	0	=ЗакПро!AZ4
13	D13	0	=ЗакПро!BA4
13	E13	0	=ЗакПро!BB4
13	F13	0	=ЗакПро!BC4
13	G13	0	=SUM(C13:D13)
13	H13	0	=SUM(E13:F13)
13	I13	-	=IFERROR((E13-C13)/C13*100,"-")
13	J13	-	=IFERROR((F13-D13)/D13*100,"-")
13	K13	-	=IFERROR((H13-G13)/G13*100,"-")
13	L13	0	=H13-G13
13	M13	0	
13	N13	285082	
13	O13	285082	=M13+N13
13	AD13	0	=SUM(U13:AC13)
13	AH13	-5701.64	=N13-N13-(N13*0.02)
13	AI13	0	=L13-L13-(L13*0.12)
13	AP13	0	=(AD13-AD13-(AD13*0.22))+(AN13-AN13-(AN13*0.22))+(AO13-AO13-(AO13*0.22))
14	A14	12	
14	B14	1994378	=B13+H13-O13-P13-Q13+R13-S13+T13
14	C14	599387	=ЗакПро!BE4
14	D14	23550	=ЗакПро!BF4
14	E14	745481	=ЗакПро!BG4
14	F14	39572	=ЗакПро!BH4
14	G14	622937	=SUM(C14:D14)
14	H14	785053	=SUM(E14:F14)
14	I14	24.37390200321328	=IFERROR((E14-C14)/C14*100,"-")
14	J14	68.03397027600849	=IFERROR((F14-D14)/D14*100,"-")
14	K14	26.02446154266001	=IFERROR((H14-G14)/G14*100,"-")
14	L14	162116	=H14-G14
14	M14	34000	
14	N14	173990	
14	O14	207990	=M14+N14
14	Q14	1239	
14	S14	24338	
14	AD14	0	=SUM(U14:AC14)
14	AH14	-3479.8	=N14-N14-(N14*0.02)
14	AI14	-19453.92	=L14-L14-(L14*0.12)
14	AP14	0	=(AD14-AD14-(AD14*0.22))+(AN14-AN14-(AN14*0.22))+(AO14-AO14-(AO14*0.22))
15	A15	13	
15	B15	2545864	=B14+H14-O14-P14-Q14+R14-S14+T14
15	C15	62965	=ЗакПро!BJ4
15	D15	2019	=ЗакПро!BK4
15	E15	78470	=ЗакПро!BL4
15	F15	2487	=ЗакПро!BM4
15	G15	64984	=SUM(C15:D15)
15	H15	80957	=SUM(E15:F15)
15	I15	24.62479155086159	=IFERROR((E15-C15)/C15*100,"-")
15	J15	23.179791976225854	=IFERROR((F15-D15)/D15*100,"-")
15	K15	24.579896589929827	=IFERROR((H15-G15)/G15*100,"-")
15	L15	15973	=H15-G15
15	M15	0	
15	N15	283999	
15	O15	283999	=M15+N15
15	S15	3022	
15	AD15	0	=SUM(U15:AC15)
15	AH15	-5679.9800000000005	=N15-N15-(N15*0.02)
15	AI15	-1916.76	=L15-L15-(L15*0.12)
15	AP15	0	=(AD15-AD15-(AD15*0.22))+(AN15-AN15-(AN15*0.22))+(AO15-AO15-(AO15*0.22))
16	A16	14	
16	B16	2339800	=B15+H15-O15-P15-Q15+R15-S15+T15
16	C16	0	=ЗакПро!BO4
16	D16	0	=ЗакПро!BP4
16	E16	0	=ЗакПро!BQ4
16	F16	0	=ЗакПро!BR4
16	G16	0	=SUM(C16:D16)
16	H16	0	=SUM(E16:F16)
16	I16	-	=IFERROR((E16-C16)/C16*100,"-")
16	J16	-	=IFERROR((F16-D16)/D16*100,"-")
16	K16	-	=IFERROR((H16-G16)/G16*100,"-")
16	L16	0	=H16-G16
16	M16	0	
16	N16	217609	
16	O16	217609	=M16+N16
16	Q16	5609	
16	S16	20203	
16	AD16	0	=SUM(U16:AC16)
16	AH16	-4352.18	=N16-N16-(N16*0.02)
16	AI16	0	=L16-L16-(L16*0.12)
16	AP16	0	=(AD16-AD16-(AD16*0.22))+(AN16-AN16-(AN16*0.22))+(AO16-AO16-(AO16*0.22))
17	A17	15	
17	B17	2096379	=B16+H16-O16-P16-Q16+R16-S16+T16
17	C17	64406	=ЗакПро!BT4
17	D17	64108	=ЗакПро!BU4
17	E17	78515	=ЗакПро!BV4
17	F17	104271	=ЗакПро!BW4
17	G17	128514	=SUM(C17:D17)
17	H17	182786	=SUM(E17:F17)
17	I17	21.906344129428934	=IFERROR((E17-C17)/C17*100,"-")
17	J17	62.64896736756723	=IFERROR((F17-D17)/D17*100,"-")
17	K17	42.23041847580809	=IFERROR((H17-G17)/G17*100,"-")
17	L17	54272	=H17-G17
17	M17	0	
17	N17	186548	
17	O17	186548	=M17+N17
17	AD17	0	=SUM(U17:AC17)
17	AH17	-3730.96	=N17-N17-(N17*0.02)
17	AI17	-6512.639999999999	=L17-L17-(L17*0.12)
17	AP17	0	=(AD17-AD17-(AD17*0.22))+(AN17-AN17-(AN17*0.22))+(AO17-AO17-(AO17*0.22))
18	A18	16	
18	B18	2092617	=B17+H17-O17-P17-Q17+R17-S17+T17
18	C18	41300	=ЗакПро!BY4
18	D18	17635	=ЗакПро!BZ4
18	E18	56133	=ЗакПро!CA4
18	F18	29746	=ЗакПро!CB4
18	G18	58935	=SUM(C18:D18)
18	H18	85879	=SUM(E18:F18)
18	I18	35.91525423728814	=IFERROR((E18-C18)/C18*100,"-")
18	J18	68.67592855117664	=IFERROR((F18-D18)/D18*100,"-")
18	K18	45.71816407907016	=IFERROR((H18-G18)/G18*100,"-")
18	L18	26944	=H18-G18
18	M18	0	
18	N18	234425	
18	O18	234425	=M18+N18
18	AD18	0	=SUM(U18:AC18)
18	AH18	-4688.5	=N18-N18-(N18*0.02)
18	AI18	-3233.2799999999997	=L18-L18-(L18*0.12)
18	AP18	0	=(AD18-AD18-(AD18*0.22))+(AN18-AN18-(AN18*0.22))+(AO18-AO18-(AO18*0.22))
19	A19	17	
19	B19	1944071	=B18+H18-O18-P18-Q18+R18-S18+T18
19	C19	250669	=ЗакПро!CD4
19	D19	68281	=ЗакПро!CE4
19	E19	319529	=ЗакПро!CF4
19	F19	97956	=ЗакПро!CG4
19	G19	318950	=SUM(C19:D19)
19	H19	417485	=SUM(E19:F19)
19	I19	27.470488971512236	=IFERROR((E19-C19)/C19*100,"-")
19	J19	43.4601133551061	=IFERROR((F19-D19)/D19*100,"-")
19	K19	30.89355698385327	=IFERROR((H19-G19)/G19*100,"-")
19	L19	98535	=H19-G19
19	M19	20000	
19	N19	245838	
19	O19	265838	=M19+N19
19	AD19	0	=SUM(U19:AC19)
19	AH19	-4916.76	=N19-N19-(N19*0.02)
19	AI19	-11824.199999999999	=L19-L19-(L19*0.12)
19	AP19	0	=(AD19-AD19-(AD19*0.22))+(AN19-AN19-(AN19*0.22))+(AO19-AO19-(AO19*0.22))
20	A20	18	
20	B20	2095718	=B19+H19-O19-P19-Q19+R19-S19+T19
20	C20	0	=ЗакПро!CI4
20	D20	0	=ЗакПро!CJ4
20	E20	0	=ЗакПро!CK4
20	F20	0	=ЗакПро!CL4
20	G20	0	=SUM(C20:D20)
20	H20	0	=SUM(E20:F20)
20	I20	-	=IFERROR((E20-C20)/C20*100,"-")
20	J20	-	=IFERROR((F20-D20)/D20*100,"-")
20	K20	-	=IFERROR((H20-G20)/G20*100,"-")
20	L20	0	=H20-G20
20	M20	30000	
20	N20	186979	
20	O20	216979	=M20+N20
20	AD20	0	=SUM(U20:AC20)
20	AH20	-3739.58	=N20-N20-(N20*0.02)
20	AI20	0	=L20-L20-(L20*0.12)
20	AP20	0	=(AD20-AD20-(AD20*0.22))+(AN20-AN20-(AN20*0.22))+(AO20-AO20-(AO20*0.22))
21	A21	19	
21	B21	1878739	=B20+H20-O20-P20-Q20+R20-S20+T20
21	C21	223728	=ЗакПро!CN4
21	D21	35388	=ЗакПро!CO4
21	E21	272925	=ЗакПро!CP4
21	F21	49738	=ЗакПро!CQ4
21	G21	259116	=SUM(C21:D21)
21	H21	322663	=SUM(E21:F21)
21	I21	21.98964814417507	=IFERROR((E21-C21)/C21*100,"-")
21	J21	40.55046908556573	=IFERROR((F21-D21)/D21*100,"-")
21	K21	24.524537272881645	=IFERROR((H21-G21)/G21*100,"-")
21	L21	63547	=H21-G21
21	M21	0	
21	N21	236757	
21	O21	236757	=M21+N21
21	P21	1050	
21	AD21	0	=SUM(U21:AC21)
21	AH21	-4735.14	=N21-N21-(N21*0.02)
21	AI21	-7625.639999999999	=L21-L21-(L21*0.12)
21	AP21	0	=(AD21-AD21-(AD21*0.22))+(AN21-AN21-(AN21*0.22))+(AO21-AO21-(AO21*0.22))
22	A22	20	
22	B22	1963595	=B21+H21-O21-P21-Q21+R21-S21+T21
22	C22	45900	=ЗакПро!CS4
22	D22	10192	=ЗакПро!CT4
22	E22	57903	=ЗакПро!CU4
22	F22	15491	=ЗакПро!CV4
22	G22	56092	=SUM(C22:D22)
22	H22	73394	=SUM(E22:F22)
22	I22	26.15032679738562	=IFERROR((E22-C22)/C22*100,"-")
22	J22	51.99175824175825	=IFERROR((F22-D22)/D22*100,"-")
22	K22	30.845753405120156	=IFERROR((H22-G22)/G22*100,"-")
22	L22	17302	=H22-G22
22	M22	30000	
22	N22	97797	
22	O22	127797	=M22+N22
22	S22	11260	
22	AD22	0	=SUM(U22:AC22)
22	AH22	-1955.94	=N22-N22-(N22*0.02)
22	AI22	-2076.24	=L22-L22-(L22*0.12)
22	AP22	0	=(AD22-AD22-(AD22*0.22))+(AN22-AN22-(AN22*0.22))+(AO22-AO22-(AO22*0.22))
23	A23	21	
23	B23	1897932	=B22+H22-O22-P22-Q22+R22-S22+T22
23	C23	0	=ЗакПро!CX4
23	D23	0	=ЗакПро!CY4
23	E23	0	=ЗакПро!CZ4
23	F23	0	=ЗакПро!DA4
23	G23	0	=SUM(C23:D23)
23	H23	0	=SUM(E23:F23)
23	I23	-	=IFERROR((E23-C23)/C23*100,"-")
23	J23	-	=IFERROR((F23-D23)/D23*100,"-")
23	K23	-	=IFERROR((H23-G23)/G23*100,"-")
23	L23	0	=H23-G23
23	M23	55000	
23	N23	243690	
23	O23	298690	=M23+N23
23	AD23	0	=SUM(U23:AC23)
23	AH23	-4873.8	=N23-N23-(N23*0.02)
23	AI23	0	=L23-L23-(L23*0.12)
23	AJ23	157902	
23	AP23	0	=(AD23-AD23-(AD23*0.22))+(AN23-AN23-(AN23*0.22))+(AO23-AO23-(AO23*0.22))
24	A24	22	
24	B24	1599242	=B23+H23-O23-P23-Q23+R23-S23+T23
24	C24	281577	=ЗакПро!DC4
24	D24	81322	=ЗакПро!DD4
24	E24	356850	=ЗакПро!DE4
24	F24	126065	=ЗакПро!DF4
24	G24	362899	=SUM(C24:D24)
24	H24	482915	=SUM(E24:F24)
24	I24	26.732652169743975	=IFERROR((E24-C24)/C24*100,"-")
24	J24	55.019551904773614	=IFERROR((F24-D24)/D24*100,"-")
24	K24	33.07146065434184	=IFERROR((H24-G24)/G24*100,"-")
24	L24	120016	=H24-G24
24	M24	26150	
24	N24	288526	
24	O24	314676	=M24+N24
24	Q24	1620	
24	AD24	0	=SUM(U24:AC24)
24	AH24	-5770.52	=N24-N24-(N24*0.02)
24	AI24	-14401.92	=L24-L24-(L24*0.12)
24	AP24	0	=(AD24-AD24-(AD24*0.22))+(AN24-AN24-(AN24*0.22))+(AO24-AO24-(AO24*0.22))
25	A25	23	
25	B25	1765861	=B24+H24-O24-P24-Q24+R24-S24+T24
25	C25	264112	=ЗакПро!DH4
25	D25	47168	=ЗакПро!DI4
25	E25	337169	=ЗакПро!DJ4
25	F25	65223	=ЗакПро!DK4
25	G25	311280	=SUM(C25:D25)
25	H25	402392	=SUM(E25:F25)
25	I25	27.661370933543346	=IFERROR((E25-C25)/C25*100,"-")
25	J25	38.27806987788331	=IFERROR((F25-D25)/D25*100,"-")
25	K25	29.27011051143665	=IFERROR((H25-G25)/G25*100,"-")
25	L25	91112	=H25-G25
25	M25	40000	
25	N25	287480	
25	O25	327480	=M25+N25
25	Q25	2541	
25	AD25	0	=SUM(U25:AC25)
25	AH25	-5749.6	=N25-N25-(N25*0.02)
25	AI25	-10933.439999999999	=L25-L25-(L25*0.12)
25	AP25	0	=(AD25-AD25-(AD25*0.22))+(AN25-AN25-(AN25*0.22))+(AO25-AO25-(AO25*0.22))
26	A26	24	
26	B26	1838232	=B25+H25-O25-P25-Q25+R25-S25+T25
26	C26	222009	=ЗакПро!DM4
26	D26	77078	=ЗакПро!DN4
26	E26	279168	=ЗакПро!DO4
26	F26	118745	=ЗакПро!DP4
26	G26	299087	=SUM(C26:D26)
26	H26	397913	=SUM(E26:F26)
26	I26	25.746253530262287	=IFERROR((E26-C26)/C26*100,"-")
26	J26	54.058226731363035	=IFERROR((F26-D26)/D26*100,"-")
26	K26	33.04255952281443	=IFERROR((H26-G26)/G26*100,"-")
26	L26	98826	=H26-G26
26	M26	30000	
26	N26	251716	
26	O26	281716	=M26+N26
26	AD26	0	=SUM(U26:AC26)
26	AH26	-5034.32	=N26-N26-(N26*0.02)
26	AI26	-11859.119999999999	=L26-L26-(L26*0.12)
26	AP26	0	=(AD26-AD26-(AD26*0.22))+(AN26-AN26-(AN26*0.22))+(AO26-AO26-(AO26*0.22))
27	A27	25	
27	B27	1954429	=B26+H26-O26-P26-Q26+R26-S26+T26
27	C27	0	=ЗакПро!DR4
27	D27	0	=ЗакПро!DS4
27	E27	0	=ЗакПро!DT4
27	F27	0	=ЗакПро!DU4
27	G27	0	=SUM(C27:D27)
27	H27	0	=SUM(E27:F27)
27	I27	-	=IFERROR((E27-C27)/C27*100,"-")
27	J27	-	=IFERROR((F27-D27)/D27*100,"-")
27	K27	-	=IFERROR((H27-G27)/G27*100,"-")
27	L27	0	=H27-G27
27	M27	20000	
27	N27	115445	
27	O27	135445	=M27+N27
27	Q27	4826	
27	AD27	0	=SUM(U27:AC27)
27	AH27	-2308.9	=N27-N27-(N27*0.02)
27	AI27	0	=L27-L27-(L27*0.12)
27	AP27	0	=(AD27-AD27-(AD27*0.22))+(AN27-AN27-(AN27*0.22))+(AO27-AO27-(AO27*0.22))
28	A28	26	
28	B28	1814158	=B27+H27-O27-P27-Q27+R27-S27+T27
28	C28	153977	=ЗакПро!DW4
28	D28	21140	=ЗакПро!DX4
28	E28	190157	=ЗакПро!DY4
28	F28	30805	=ЗакПро!DZ4
28	G28	175117	=SUM(C28:D28)
28	H28	220962	=SUM(E28:F28)
28	I28	23.497015788072247	=IFERROR((E28-C28)/C28*100,"-")
28	J28	45.719016083254495	=IFERROR((F28-D28)/D28*100,"-")
28	K28	26.179639897896834	=IFERROR((H28-G28)/G28*100,"-")
28	L28	45845	=H28-G28
28	M28	33000	
28	N28	288231	
28	O28	321231	=M28+N28
28	AD28	0	=SUM(U28:AC28)
28	AH28	-5764.62	=N28-N28-(N28*0.02)
28	AI28	-5501.4	=L28-L28-(L28*0.12)
28	AP28	0	=(AD28-AD28-(AD28*0.22))+(AN28-AN28-(AN28*0.22))+(AO28-AO28-(AO28*0.22))
29	A29	27	
29	B29	1713889	=B28+H28-O28-P28-Q28+R28-S28+T28
29	C29	193893	=ЗакПро!EB4
29	D29	108530	=ЗакПро!EC4
29	E29	240080	=ЗакПро!ED4
29	F29	161415	=ЗакПро!EE4
29	G29	302423	=SUM(C29:D29)
29	H29	401495	=SUM(E29:F29)
29	I29	23.82087027381081	=IFERROR((E29-C29)/C29*100,"-")
29	J29	48.72846217635677	=IFERROR((F29-D29)/D29*100,"-")
29	K29	32.75941313987362	=IFERROR((H29-G29)/G29*100,"-")
29	L29	99072	=H29-G29
29	M29	35000	
29	N29	280033	
29	O29	315033	=M29+N29
29	S29	4950	
29	AD29	0	=SUM(U29:AC29)
29	AH29	-5600.66	=N29-N29-(N29*0.02)
29	AI29	-11888.64	=L29-L29-(L29*0.12)
29	AP29	0	=(AD29-AD29-(AD29*0.22))+(AN29-AN29-(AN29*0.22))+(AO29-AO29-(AO29*0.22))
30	A30	28	
30	B30	1795401	=B29+H29-O29-P29-Q29+R29-S29+T29
30	C30	133220	=ЗакПро!EG4
30	D30	40080	=ЗакПро!EH4
30	E30	164336	=ЗакПро!EI4
30	F30	61968	=ЗакПро!EJ4
30	G30	173300	=SUM(C30:D30)
30	H30	226304	=SUM(E30:F30)
30	I30	23.356853325326526	=IFERROR((E30-C30)/C30*100,"-")
30	J30	54.61077844311377	=IFERROR((F30-D30)/D30*100,"-")
30	K30	30.585112521638774	=IFERROR((H30-G30)/G30*100,"-")
30	L30	53004	=H30-G30
30	M30	50000	
30	N30	221820	
30	O30	271820	=M30+N30
30	AD30	0	=SUM(U30:AC30)
30	AH30	-4436.400000000001	=N30-N30-(N30*0.02)
30	AI30	-6360.48	=L30-L30-(L30*0.12)
30	AP30	0	=(AD30-AD30-(AD30*0.22))+(AN30-AN30-(AN30*0.22))+(AO30-AO30-(AO30*0.22))
31	A31	29	
31	B31	1749885	=B30+H30-O30-P30-Q30+R30-S30+T30
31	C31	195425	=ЗакПро!EL4
31	D31	73579	=ЗакПро!EM4
31	E31	246543	=ЗакПро!EN4
31	F31	115747	=ЗакПро!EO4
31	G31	269004	=SUM(C31:D31)
31	H31	362290	=SUM(E31:F31)
31	I31	26.15734936676474	=IFERROR((E31-C31)/C31*100,"-")
31	J31	57.309830250479074	=IFERROR((F31-D31)/D31*100,"-")
31	K31	34.67829474654652	=IFERROR((H31-G31)/G31*100,"-")
31	L31	93286	=H31-G31
31	M31	0	
31	N31	295286	
31	O31	295286	=M31+N31
31	AD31	0	=SUM(U31:AC31)
31	AH31	-5905.72	=N31-N31-(N31*0.02)
31	AI31	-11194.32	=L31-L31-(L31*0.12)
31	AJ31	52634	
31	AP31	0	=(AD31-AD31-(AD31*0.22))+(AN31-AN31-(AN31*0.22))+(AO31-AO31-(AO31*0.22))
32	A32	30	
32	B32	1816889	=B31+H31-O31-P31-Q31+R31-S31+T31
32	C32	212964	=ЗакПро!EQ4
32	D32	100332	=ЗакПро!ER4
32	E32	263733	=ЗакПро!ES4
