row	column	value	formula
187	F187	29342	=ЗакПро!BR175
187	G187	133666	=SUM(C187:D187)
187	H187	169237	=SUM(E187:F187)
187	I187	23.734090446749985	=IFERROR((E187-C187)/C187*100,"-")
187	J187	42.40232953166707	=IFERROR((F187-D187)/D187*100,"-")
187	K187	26.61185342570287	=IFERROR((H187-G187)/G187*100,"-")
187	L187	35571	=H187-G187
187	M187	65300	
187	N187	206787	
187	O187	272087	=M187+N187
187	U187	300	
187	AD187	300	=SUM(U187:AC187)
187	AH187	-4135.74	=N187-N187-(N187*0.02)
187	AI187	-4268.5199999999995	=L187-L187-(L187*0.12)
187	AP187	-66	=(AD187-AD187-(AD187*0.22))+(AN187-AN187-(AN187*0.22))+(AO187-AO187-(AO187*0.22))
188	A188	15	
188	B188	1861098	=B187+H187-O187-P187-Q187+R187-S187+T187
188	C188	139146	=ЗакПро!BT175
188	D188	61101	=ЗакПро!BU175
188	E188	171155	=ЗакПро!BV175
188	F188	90958	=ЗакПро!BW175
188	G188	200247	=SUM(C188:D188)
188	H188	262113	=SUM(E188:F188)
188	I188	23.003895189225705	=IFERROR((E188-C188)/C188*100,"-")
188	J188	48.86499402628435	=IFERROR((F188-D188)/D188*100,"-")
188	K188	30.89484486658976	=IFERROR((H188-G188)/G188*100,"-")
188	L188	61866	=H188-G188
188	M188	95000	
188	N188	362841	
188	O188	457841	=M188+N188
188	AD188	0	=SUM(U188:AC188)
188	AH188	-7256.82	=N188-N188-(N188*0.02)
188	AI188	-7423.92	=L188-L188-(L188*0.12)
188	AP188	0	=(AD188-AD188-(AD188*0.22))+(AN188-AN188-(AN188*0.22))+(AO188-AO188-(AO188*0.22))
189	A189	16	
189	B189	1665370	=B188+H188-O188-P188-Q188+R188-S188+T188
189	C189	269927	=ЗакПро!BY175
189	D189	31430	=ЗакПро!BZ175
189	E189	334098	=ЗакПро!CA175
189	F189	45677	=ЗакПро!CB175
189	G189	301357	=SUM(C189:D189)
189	H189	379775	=SUM(E189:F189)
189	I189	23.773464677486878	=IFERROR((E189-C189)/C189*100,"-")
189	J189	45.3293032134903	=IFERROR((F189-D189)/D189*100,"-")
189	K189	26.021628832248794	=IFERROR((H189-G189)/G189*100,"-")
189	L189	78418	=H189-G189
189	M189	44200	
189	N189	364677	
189	O189	408877	=M189+N189
189	Q189	1868	
189	AD189	0	=SUM(U189:AC189)
189	AH189	-7293.54	=N189-N189-(N189*0.02)
189	AI189	-9410.16	=L189-L189-(L189*0.12)
189	AP189	0	=(AD189-AD189-(AD189*0.22))+(AN189-AN189-(AN189*0.22))+(AO189-AO189-(AO189*0.22))
190	A190	17	
190	B190	1634400	=B189+H189-O189-P189-Q189+R189-S189+T189
190	C190	220463	=ЗакПро!CD175
190	D190	49778	=ЗакПро!CE175
190	E190	284398	=ЗакПро!CF175
190	F190	71668	=ЗакПро!CG175
190	G190	270241	=SUM(C190:D190)
190	H190	356066	=SUM(E190:F190)
190	I190	29.000331121321942	=IFERROR((E190-C190)/C190*100,"-")
190	J190	43.97525011049058	=IFERROR((F190-D190)/D190*100,"-")
190	K190	31.758689466069175	=IFERROR((H190-G190)/G190*100,"-")
190	L190	85825	=H190-G190
190	M190	55300	
190	N190	391239	
190	O190	446539	=M190+N190
190	AD190	0	=SUM(U190:AC190)
190	AH190	-7824.78	=N190-N190-(N190*0.02)
190	AI190	-10299	=L190-L190-(L190*0.12)
190	AP190	0	=(AD190-AD190-(AD190*0.22))+(AN190-AN190-(AN190*0.22))+(AO190-AO190-(AO190*0.22))
191	A191	18	
191	B191	1543927	=B190+H190-O190-P190-Q190+R190-S190+T190
191	C191	302744	=ЗакПро!CI175
191	D191	120819	=ЗакПро!CJ175
191	E191	384482	=ЗакПро!CK175
191	F191	178681	=ЗакПро!CL175
191	G191	423563	=SUM(C191:D191)
191	H191	563163	=SUM(E191:F191)
191	I191	26.999048701212907	=IFERROR((E191-C191)/C191*100,"-")
191	J191	47.891474023125504	=IFERROR((F191-D191)/D191*100,"-")
191	K191	32.95849731917094	=IFERROR((H191-G191)/G191*100,"-")
191	L191	139600	=H191-G191
191	M191	34500	
191	N191	483779	
191	O191	518279	=M191+N191
191	P191	1379	
191	AD191	0	=SUM(U191:AC191)
191	AH191	-9675.58	=N191-N191-(N191*0.02)
191	AI191	-16752	=L191-L191-(L191*0.12)
191	AP191	0	=(AD191-AD191-(AD191*0.22))+(AN191-AN191-(AN191*0.22))+(AO191-AO191-(AO191*0.22))
192	A192	19	
192	B192	1587432	=B191+H191-O191-P191-Q191+R191-S191+T191
192	C192	0	=ЗакПро!CN175
192	D192	0	=ЗакПро!CO175
192	E192	0	=ЗакПро!CP175
192	F192	0	=ЗакПро!CQ175
192	G192	0	=SUM(C192:D192)
192	H192	0	=SUM(E192:F192)
192	I192	-	=IFERROR((E192-C192)/C192*100,"-")
192	J192	-	=IFERROR((F192-D192)/D192*100,"-")
192	K192	-	=IFERROR((H192-G192)/G192*100,"-")
192	L192	0	=H192-G192
192	M192	70000	
192	N192	544987	
192	O192	614987	=M192+N192
192	Q192	1969	
192	AD192	0	=SUM(U192:AC192)
192	AH192	-10899.74	=N192-N192-(N192*0.02)
192	AI192	0	=L192-L192-(L192*0.12)
192	AJ192	131585	
192	AK192	65792	
192	AP192	0	=(AD192-AD192-(AD192*0.22))+(AN192-AN192-(AN192*0.22))+(AO192-AO192-(AO192*0.22))
193	A193	20	
193	B193	970476	=B192+H192-O192-P192-Q192+R192-S192+T192
193	C193	690860	=ЗакПро!CS175
193	D193	25046	=ЗакПро!CT175
193	E193	888503	=ЗакПро!CU175
193	F193	36883	=ЗакПро!CV175
193	G193	715906	=SUM(C193:D193)
193	H193	925386	=SUM(E193:F193)
193	I193	28.608256376110937	=IFERROR((E193-C193)/C193*100,"-")
193	J193	47.26103968697596	=IFERROR((F193-D193)/D193*100,"-")
193	K193	29.260824745148106	=IFERROR((H193-G193)/G193*100,"-")
193	L193	209480	=H193-G193
193	M193	55000	
193	N193	305233	
193	O193	360233	=M193+N193
193	Q193	10200	
193	AD193	0	=SUM(U193:AC193)
193	AH193	-6104.66	=N193-N193-(N193*0.02)
193	AI193	-25137.6	=L193-L193-(L193*0.12)
193	AP193	0	=(AD193-AD193-(AD193*0.22))+(AN193-AN193-(AN193*0.22))+(AO193-AO193-(AO193*0.22))
194	A194	21	
194	B194	1525429	=B193+H193-O193-P193-Q193+R193-S193+T193
194	C194	330237	=ЗакПро!CX175
194	D194	127145	=ЗакПро!CY175
194	E194	409900	=ЗакПро!CZ175
194	F194	184686	=ЗакПро!DA175
194	G194	457382	=SUM(C194:D194)
194	H194	594586	=SUM(E194:F194)
194	I194	24.122978345854644	=IFERROR((E194-C194)/C194*100,"-")
194	J194	45.25620354713123	=IFERROR((F194-D194)/D194*100,"-")
194	K194	29.997682462361873	=IFERROR((H194-G194)/G194*100,"-")
194	L194	137204	=H194-G194
194	M194	86300	
194	N194	264446	
194	O194	350746	=M194+N194
194	AD194	0	=SUM(U194:AC194)
194	AH194	-5288.92	=N194-N194-(N194*0.02)
194	AI194	-16464.48	=L194-L194-(L194*0.12)
194	AP194	0	=(AD194-AD194-(AD194*0.22))+(AN194-AN194-(AN194*0.22))+(AO194-AO194-(AO194*0.22))
195	A195	22	
195	B195	1769269	=B194+H194-O194-P194-Q194+R194-S194+T194
195	C195	238941	=ЗакПро!DC175
195	D195	78533	=ЗакПро!DD175
195	E195	292481	=ЗакПро!DE175
195	F195	112018	=ЗакПро!DF175
195	G195	317474	=SUM(C195:D195)
195	H195	404499	=SUM(E195:F195)
195	I195	22.407205125951595	=IFERROR((E195-C195)/C195*100,"-")
195	J195	42.63812664739663	=IFERROR((F195-D195)/D195*100,"-")
195	K195	27.411693556007737	=IFERROR((H195-G195)/G195*100,"-")
195	L195	87025	=H195-G195
195	M195	50000	
195	N195	375346	
195	O195	425346	=M195+N195
195	AD195	0	=SUM(U195:AC195)
195	AH195	-7506.92	=N195-N195-(N195*0.02)
195	AI195	-10443	=L195-L195-(L195*0.12)
195	AP195	0	=(AD195-AD195-(AD195*0.22))+(AN195-AN195-(AN195*0.22))+(AO195-AO195-(AO195*0.22))
196	A196	23	
196	B196	1748422	=B195+H195-O195-P195-Q195+R195-S195+T195
196	C196	284163	=ЗакПро!DH175
196	D196	98700	=ЗакПро!DI175
196	E196	348405	=ЗакПро!DJ175
196	F196	141962	=ЗакПро!DK175
196	G196	382863	=SUM(C196:D196)
196	H196	490367	=SUM(E196:F196)
196	I196	22.60744713421522	=IFERROR((E196-C196)/C196*100,"-")
196	J196	43.831813576494426	=IFERROR((F196-D196)/D196*100,"-")
196	K196	28.078973418690232	=IFERROR((H196-G196)/G196*100,"-")
196	L196	107504	=H196-G196
196	M196	50000	
196	N196	349565	
196	O196	399565	=M196+N196
196	AD196	0	=SUM(U196:AC196)
196	AH196	-6991.3	=N196-N196-(N196*0.02)
196	AI196	-12900.48	=L196-L196-(L196*0.12)
196	AP196	0	=(AD196-AD196-(AD196*0.22))+(AN196-AN196-(AN196*0.22))+(AO196-AO196-(AO196*0.22))
197	A197	24	
197	B197	1839224	=B196+H196-O196-P196-Q196+R196-S196+T196
197	C197	337983	=ЗакПро!DM175
197	D197	102010	=ЗакПро!DN175
197	E197	412120	=ЗакПро!DO175
197	F197	143097	=ЗакПро!DP175
197	G197	439993	=SUM(C197:D197)
197	H197	555217	=SUM(E197:F197)
197	I197	21.935126914667304	=IFERROR((E197-C197)/C197*100,"-")
197	J197	40.27742378198216	=IFERROR((F197-D197)/D197*100,"-")
197	K197	26.18768934960329	=IFERROR((H197-G197)/G197*100,"-")
197	L197	115224	=H197-G197
197	M197	50000	
197	N197	439165	
197	O197	489165	=M197+N197
197	AD197	0	=SUM(U197:AC197)
197	AH197	-8783.300000000001	=N197-N197-(N197*0.02)
197	AI197	-13826.88	=L197-L197-(L197*0.12)
197	AP197	0	=(AD197-AD197-(AD197*0.22))+(AN197-AN197-(AN197*0.22))+(AO197-AO197-(AO197*0.22))
198	A198	25	
198	B198	1905276	=B197+H197-O197-P197-Q197+R197-S197+T197
198	C198	344685	=ЗакПро!DR175
198	D198	95165	=ЗакПро!DS175
198	E198	427452	=ЗакПро!DT175
198	F198	135264	=ЗакПро!DU175
198	G198	439850	=SUM(C198:D198)
198	H198	562716	=SUM(E198:F198)
198	I198	24.012359110492188	=IFERROR((E198-C198)/C198*100,"-")
198	J198	42.13628960226974	=IFERROR((F198-D198)/D198*100,"-")
198	K198	27.933613731954075	=IFERROR((H198-G198)/G198*100,"-")
198	L198	122866	=H198-G198
198	M198	30000	
198	N198	342427	
198	O198	372427	=M198+N198
198	AD198	0	=SUM(U198:AC198)
198	AH198	-6848.54	=N198-N198-(N198*0.02)
198	AI198	-14743.92	=L198-L198-(L198*0.12)
198	AP198	0	=(AD198-AD198-(AD198*0.22))+(AN198-AN198-(AN198*0.22))+(AO198-AO198-(AO198*0.22))
199	A199	26	
199	B199	2095565	=B198+H198-O198-P198-Q198+R198-S198+T198
199	C199	0	=ЗакПро!DW175
199	D199	0	=ЗакПро!DX175
199	E199	0	=ЗакПро!DY175
199	F199	0	=ЗакПро!DZ175
199	G199	0	=SUM(C199:D199)
199	H199	0	=SUM(E199:F199)
199	I199	-	=IFERROR((E199-C199)/C199*100,"-")
199	J199	-	=IFERROR((F199-D199)/D199*100,"-")
199	K199	-	=IFERROR((H199-G199)/G199*100,"-")
199	L199	0	=H199-G199
199	M199	20000	
199	N199	436215	
199	O199	456215	=M199+N199
199	AD199	0	=SUM(U199:AC199)
199	AH199	-8724.3	=N199-N199-(N199*0.02)
199	AI199	0	=L199-L199-(L199*0.12)
199	AP199	0	=(AD199-AD199-(AD199*0.22))+(AN199-AN199-(AN199*0.22))+(AO199-AO199-(AO199*0.22))
200	A200	27	
200	B200	1639350	=B199+H199-O199-P199-Q199+R199-S199+T199
200	C200	592815	=ЗакПро!EB175
200	D200	24950	=ЗакПро!EC175
200	E200	720828	=ЗакПро!ED175
200	F200	34296	=ЗакПро!EE175
200	G200	617765	=SUM(C200:D200)
200	H200	755124	=SUM(E200:F200)
200	I200	21.594089218390224	=IFERROR((E200-C200)/C200*100,"-")
200	J200	37.45891783567134	=IFERROR((F200-D200)/D200*100,"-")
200	K200	22.234830396671875	=IFERROR((H200-G200)/G200*100,"-")
200	L200	137359	=H200-G200
200	M200	76000	
200	N200	258997	
200	O200	334997	=M200+N200
200	R200	-13671	
200	AD200	0	=SUM(U200:AC200)
200	AH200	-5179.9400000000005	=N200-N200-(N200*0.02)
200	AI200	-16483.079999999998	=L200-L200-(L200*0.12)
200	AP200	0	=(AD200-AD200-(AD200*0.22))+(AN200-AN200-(AN200*0.22))+(AO200-AO200-(AO200*0.22))
201	A201	28	
201	B201	2045806	=B200+H200-O200-P200-Q200+R200-S200+T200
201	C201	243220	=ЗакПро!EG175
201	D201	3640	=ЗакПро!EH175
201	E201	300421	=ЗакПро!EI175
201	F201	7980	=ЗакПро!EJ175
201	G201	246860	=SUM(C201:D201)
201	H201	308401	=SUM(E201:F201)
201	I201	23.518213962667545	=IFERROR((E201-C201)/C201*100,"-")
201	J201	119.23076923076923	=IFERROR((F201-D201)/D201*100,"-")
201	K201	24.929514704690916	=IFERROR((H201-G201)/G201*100,"-")
201	L201	61541	=H201-G201
201	M201	60000	
201	N201	354817	
201	O201	414817	=M201+N201
201	AD201	0	=SUM(U201:AC201)
201	AH201	-7096.34	=N201-N201-(N201*0.02)
201	AI201	-7384.92	=L201-L201-(L201*0.12)
201	AP201	0	=(AD201-AD201-(AD201*0.22))+(AN201-AN201-(AN201*0.22))+(AO201-AO201-(AO201*0.22))
202	A202	29	
202	B202	1939390	=B201+H201-O201-P201-Q201+R201-S201+T201
202	C202	457420	=ЗакПро!EL175
202	D202	40595	=ЗакПро!EM175
202	E202	566394	=ЗакПро!EN175
202	F202	63356	=ЗакПро!EO175
202	G202	498015	=SUM(C202:D202)
202	H202	629750	=SUM(E202:F202)
202	I202	23.823619430720125	=IFERROR((E202-C202)/C202*100,"-")
202	J202	56.06848134006651	=IFERROR((F202-D202)/D202*100,"-")
202	K202	26.452014497555293	=IFERROR((H202-G202)/G202*100,"-")
202	L202	131735	=H202-G202
202	M202	100000	
202	N202	608578	
202	O202	708578	=M202+N202
202	AD202	0	=SUM(U202:AC202)
202	AH202	-12171.56	=N202-N202-(N202*0.02)
202	AI202	-15808.199999999999	=L202-L202-(L202*0.12)
202	AP202	0	=(AD202-AD202-(AD202*0.22))+(AN202-AN202-(AN202*0.22))+(AO202-AO202-(AO202*0.22))
203	A203	30	
203	B203	1860562	=B202+H202-O202-P202-Q202+R202-S202+T202
203	C203	389572	=ЗакПро!EQ175
203	D203	24635	=ЗакПро!ER175
203	E203	476745	=ЗакПро!ES175
203	F203	34300	=ЗакПро!ET175
203	G203	414207	=SUM(C203:D203)
203	H203	511045	=SUM(E203:F203)
203	I203	22.376608175125522	=IFERROR((E203-C203)/C203*100,"-")
203	J203	39.23279886340572	=IFERROR((F203-D203)/D203*100,"-")
203	K203	23.37913169019355	=IFERROR((H203-G203)/G203*100,"-")
203	L203	96838	=H203-G203
203	M203	316926	
203	N203	475198	
203	O203	792124	=M203+N203
203	Q203	5846	
203	U203	600	
203	AD203	600	=SUM(U203:AC203)
203	AH203	-9503.960000000001	=N203-N203-(N203*0.02)
203	AI203	-11620.56	=L203-L203-(L203*0.12)
203	AJ203	52634	
203	AK203	26317	
203	AP203	-132	=(AD203-AD203-(AD203*0.22))+(AN203-AN203-(AN203*0.22))+(AO203-AO203-(AO203*0.22))
204	A204	31	
204	B204	1573637	=B203+H203-O203-P203-Q203+R203-S203+T203
204	C204	0	=ЗакПро!EV175
204	D204	0	=ЗакПро!EW175
204	E204	0	=ЗакПро!EX175
204	F204	0	=ЗакПро!EY175
204	G204	0	=SUM(C204:D204)
204	H204	0	=SUM(E204:F204)
204	I204	-	=IFERROR((E204-C204)/C204*100,"-")
204	J204	-	=IFERROR((F204-D204)/D204*100,"-")
204	K204	-	=IFERROR((H204-G204)/G204*100,"-")
204	L204	0	=H204-G204
204	O204	0	=M204+N204
204	AD204	0	=SUM(U204:AC204)
204	AH204	0	=N204-N204-(N204*0.02)
204	AI204	0	=L204-L204-(L204*0.12)
204	AJ204	131590	
204	AK204	65795	
204	AL204	92593	
204	AM204	46296	
204	AN204	176626	
204	AP204	-38857.72	=(AD204-AD204-(AD204*0.22))+(AN204-AN204-(AN204*0.22))+(AO204-AO204-(AO204*0.22))
205	A205	Итого	
205	C205	7916184	=SUM(C174:C204)
205	D205	1731482	=SUM(D174:D204)
205	E205	9793544	=SUM(E174:E204)
205	F205	2501126	=SUM(F174:F204)
205	G205	9647666	=SUM(G174:G204)
205	H205	12294670	=SUM(H174:H204)
205	I205	23.568444711603142	=IFERROR(AVERAGE(I174:I204),"-")
205	J205	46.859981142462416	=IFERROR(AVERAGE(J174:J204),"-")
205	K205	27.519741997706582	=IFERROR(AVERAGE(K174:K204),"-")
205	L205	2647004	=SUM(L174:L204)
205	M205	1829426	=SUM(M174:M204)
205	N205	10476253	=SUM(N174:N204)
205	O205	12305679	=SUM(O174:O204)
205	P205	1379	=SUM(P174:P204)
205	Q205	83407	=SUM(Q174:Q204)
205	R205	-13671	=SUM(R174:R204)
205	S205	0	=SUM(S174:S204)
205	T205	0	=SUM(T174:T204)
205	U205	900	=SUM(U174:U204)
205	V205	0	=SUM(V174:V204)
205	W205	8000	=SUM(W174:W204)
205	X205	21000	=SUM(X174:X204)
205	Y205	46000	=SUM(Y174:Y204)
205	Z205	0	=SUM(Z174:Z204)
205	AA205	0	=SUM(AA174:AA204)
205	AB205	0	=SUM(AB174:AB204)
205	AC205	0	=SUM(AC174:AC204)
205	AD205	75900	=SUM(AD174:AD204)
205	AE205	13000	=SUM(AE174:AE204)
205	AF205	50000	=SUM(AF174:AF204)
205	AG205	71400	=SUM(AG174:AG204)
205	AH205	-209525.05999999997	=SUM(AH174:AH204)
205	AI205	-317640.48000000004	=SUM(AI174:AI204)
205	AJ205	315809	=SUM(AJ174:AJ204)
205	AK205	157904	=SUM(AK174:AK204)
205	AL205	92593	=SUM(AL174:AL204)
205	AM205	46296	=SUM(AM174:AM204)
205	AN205	176626	=SUM(AN174:AN204)
205	AO205	0	=SUM(AO174:AO204)
205	AP205	-55555.72	=SUM(AP174:AP204)
229	A229	Май	
230	A230	Дата	
230	B230	Остаток	
230	C230	З. Коп	
230	D230	З. Мор	
230	E230	П. Коп	
230	F230	П. Мор	
230	G230	Закупка	
230	H230	Продажа	
230	I230	% коп	
230	J230	% мор	
230	K230	% общий	
230	L230	Грязная	
230	M230	Выр нал	
230	N230	Б/нал	
230	O230	Общая	
230	P230	Списания К.	
230	Q230	Списания М.	
230	R230	Перемещение	
230	S230	Уценка	
230	T230	Переоценка	
230	U230	Хоз. Нужды	
230	V230	Доставка	
230	W230	Уборка	
230	X230	Премия	
230	Y230	Выслуга	
230	Z230	Доплата	
230	AA230	Водитель	
230	AB230	Ком. Плат.	
230	AC230	Расходы	
230	AD230	Траты нал	
230	AE230	Вод. Б/нал	
230	AF230	Ком. Б/нал	
230	AG230	Аренда	
230	AH230	-% банк	
230	AI230	Налоги	
230	AJ230	Зарпл. Б/нал	
230	AK230	Налоги з/п	
230	AL230	Отпускные	
230	AM230	Налоги отпуск.	
230	AN230	Зарпл. Нал	
230	AO230	Отпуск. Нал	
230	AP230	НДФЛ 22%	
230	AQ230	Итог	
231	A231	1	
231	B231	1573637	=B204+H204-O204-P204-Q204+R204-S204+T204
231	C231	324138	=ЗакПро!B232
231	D231	64225	=ЗакПро!C232
231	E231	435740	=ЗакПро!D232
231	F231	92395	=ЗакПро!E232
231	G231	388363	=SUM(C231:D231)
231	H231	528135	=SUM(E231:F231)
231	I231	34.43039692970278	=IFERROR((E231-C231)/C231*100,"-")
231	J231	43.86142467886337	=IFERROR((F231-D231)/D231*100,"-")
231	K231	35.99004024585246	=IFERROR((H231-G231)/G231*100,"-")
231	L231	139772	=H231-G231
231	M231	16100	
231	N231	293191	
231	O231	309291	=M231+N231
231	Q231	6677	
231	U231	1100	
231	W231	8000	
231	Y231	46000	
231	AD231	55100	=SUM(U231:AC231)
231	AE231	13000	
231	AF231	50000	
231	AG231	71400	
231	AH231	-5863.82	=N231-N231-(N231*0.02)
231	AI231	-16772.64	=L231-L231-(L231*0.12)
231	AP231	-12122	=(AD231-AD231-(AD231*0.22))+(AN231-AN231-(AN231*0.22))+(AO231-AO231-(AO231*0.22))
231	AQ231	800294.8200000001	=L262-Q262-AD262-AE262-AF262-AG262+AH262+AI262-AJ262-AK262-AL262-AM262-AN262-AO262+AP262
232	A232	2	
232	B232	1785804	=B231+H231-O231-P231-Q231+R231-S231+T231
232	C232	135044	=ЗакПро!G232
232	D232	110887	=ЗакПро!H232
232	E232	174565	=ЗакПро!I232
232	F232	158614	=ЗакПро!J232
232	G232	245931	=SUM(C232:D232)
232	H232	333179	=SUM(E232:F232)
232	I232	29.26527650247327	=IFERROR((E232-C232)/C232*100,"-")
232	J232	43.04111392679034	=IFERROR((F232-D232)/D232*100,"-")
232	K232	35.476617425212766	=IFERROR((H232-G232)/G232*100,"-")
232	L232	87248	=H232-G232
232	M232	0	
232	N232	316914	
232	O232	316914	=M232+N232
232	P232	16645	
232	Q232	2994	
232	AD232	0	=SUM(U232:AC232)
232	AH232	-6338.28	=N232-N232-(N232*0.02)
232	AI232	-10469.76	=L232-L232-(L232*0.12)
232	AP232	0	=(AD232-AD232-(AD232*0.22))+(AN232-AN232-(AN232*0.22))+(AO232-AO232-(AO232*0.22))
233	A233	3	
233	B233	1782430	=B232+H232-O232-P232-Q232+R232-S232+T232
233	C233	0	=ЗакПро!L232
233	D233	0	=ЗакПро!M232
233	E233	0	=ЗакПро!N232
233	F233	0	=ЗакПро!O232
233	G233	0	=SUM(C233:D233)
233	H233	0	=SUM(E233:F233)
233	I233	-	=IFERROR((E233-C233)/C233*100,"-")
233	J233	-	=IFERROR((F233-D233)/D233*100,"-")
233	K233	-	=IFERROR((H233-G233)/G233*100,"-")
233	L233	0	=H233-G233
233	M233	25000	
233	N233	259364	
233	O233	284364	=M233+N233
233	AD233	0	=SUM(U233:AC233)
233	AH233	-5187.28	=N233-N233-(N233*0.02)
233	AI233	0	=L233-L233-(L233*0.12)
233	AP233	0	=(AD233-AD233-(AD233*0.22))+(AN233-AN233-(AN233*0.22))+(AO233-AO233-(AO233*0.22))
234	A234	4	
234	B234	1498066	=B233+H233-O233-P233-Q233+R233-S233+T233
234	C234	269336	=ЗакПро!Q232
234	D234	59868	=ЗакПро!R232
234	E234	327326	=ЗакПро!S232
234	F234	85591	=ЗакПро!T232
234	G234	329204	=SUM(C234:D234)
234	H234	412917	=SUM(E234:F234)
234	I234	21.530727418540412	=IFERROR((E234-C234)/C234*100,"-")
234	J234	42.96619228970401	=IFERROR((F234-D234)/D234*100,"-")
234	K234	25.42891337893829	=IFERROR((H234-G234)/G234*100,"-")
234	L234	83713	=H234-G234
234	M234	40000	
234	N234	296368	
234	O234	336368	=M234+N234
234	Q234	2770	
234	AD234	0	=SUM(U234:AC234)
234	AH234	-5927.36	=N234-N234-(N234*0.02)
234	AI234	-10045.56	=L234-L234-(L234*0.12)
234	AP234	0	=(AD234-AD234-(AD234*0.22))+(AN234-AN234-(AN234*0.22))+(AO234-AO234-(AO234*0.22))
235	A235	5	
235	B235	1571845	=B234+H234-O234-P234-Q234+R234-S234+T234
235	C235	219972	=ЗакПро!V232
235	D235	99449	=ЗакПро!W232
235	E235	270820	=ЗакПро!X232
235	F235	146916	=ЗакПро!Y232
235	G235	319421	=SUM(C235:D235)
235	H235	417736	=SUM(E235:F235)
235	I235	23.115669266997617	=IFERROR((E235-C235)/C235*100,"-")
235	J235	47.72999225733793	=IFERROR((F235-D235)/D235*100,"-")
235	K235	30.77912848560364	=IFERROR((H235-G235)/G235*100,"-")
235	L235	98315	=H235-G235
235	M235	40000	
235	N235	259805	
235	O235	299805	=M235+N235
235	AD235	0	=SUM(U235:AC235)
235	AH235	-5196.1	=N235-N235-(N235*0.02)
235	AI235	-11797.8	=L235-L235-(L235*0.12)
235	AP235	0	=(AD235-AD235-(AD235*0.22))+(AN235-AN235-(AN235*0.22))+(AO235-AO235-(AO235*0.22))
236	A236	6	
236	B236	1689776	=B235+H235-O235-P235-Q235+R235-S235+T235
236	C236	207505	=ЗакПро!AA232
236	D236	74344	=ЗакПро!AB232
236	E236	253519	=ЗакПро!AC232
236	F236	104710	=ЗакПро!AD232
236	G236	281849	=SUM(C236:D236)
236	H236	358229	=SUM(E236:F236)
236	I236	22.174887352112	=IFERROR((E236-C236)/C236*100,"-")
236	J236	40.845259873022705	=IFERROR((F236-D236)/D236*100,"-")
236	K236	27.099617170896472	=IFERROR((H236-G236)/G236*100,"-")
236	L236	76380	=H236-G236
236	M236	20000	
236	N236	438567	
236	O236	458567	=M236+N236
236	AD236	0	=SUM(U236:AC236)
236	AH236	-8771.34	=N236-N236-(N236*0.02)
236	AI236	-9165.6	=L236-L236-(L236*0.12)
236	AP236	0	=(AD236-AD236-(AD236*0.22))+(AN236-AN236-(AN236*0.22))+(AO236-AO236-(AO236*0.22))
237	A237	7	
237	B237	1589438	=B236+H236-O236-P236-Q236+R236-S236+T236
237	C237	449240	=ЗакПро!AF232
237	D237	105125	=ЗакПро!AG232
237	E237	543629	=ЗакПро!AH232
237	F237	140304	=ЗакПро!AI232
237	G237	554365	=SUM(C237:D237)
237	H237	683933	=SUM(E237:F237)
237	I237	21.01081827085745	=IFERROR((E237-C237)/C237*100,"-")
237	J237	33.46397146254459	=IFERROR((F237-D237)/D237*100,"-")
237	K237	23.372326896539285	=IFERROR((H237-G237)/G237*100,"-")
237	L237	129568	=H237-G237
237	M237	48000	
237	N237	242622	
237	O237	290622	=M237+N237
237	AD237	0	=SUM(U237:AC237)
237	AH237	-4852.4400000000005	=N237-N237-(N237*0.02)
237	AI237	-15548.16	=L237-L237-(L237*0.12)
237	AP237	0	=(AD237-AD237-(AD237*0.22))+(AN237-AN237-(AN237*0.22))+(AO237-AO237-(AO237*0.22))
238	A238	8	
238	B238	1982749	=B237+H237-O237-P237-Q237+R237-S237+T237
238	C238	215094	=ЗакПро!AK232
238	D238	42800	=ЗакПро!AL232
238	E238	266951	=ЗакПро!AM232
238	F238	59983	=ЗакПро!AN232
238	G238	257894	=SUM(C238:D238)
238	H238	326934	=SUM(E238:F238)
238	I238	24.108994207183837	=IFERROR((E238-C238)/C238*100,"-")
238	J238	40.14719626168225	=IFERROR((F238-D238)/D238*100,"-")
238	K238	26.77068873258005	=IFERROR((H238-G238)/G238*100,"-")
238	L238	69040	=H238-G238
238	M238	25000	
238	N238	410203	
238	O238	435203	=M238+N238
238	Q238	7635	
238	AD238	0	=SUM(U238:AC238)
238	AH238	-8204.06	=N238-N238-(N238*0.02)
238	AI238	-8284.8	=L238-L238-(L238*0.12)
238	AP238	0	=(AD238-AD238-(AD238*0.22))+(AN238-AN238-(AN238*0.22))+(AO238-AO238-(AO238*0.22))
239	A239	9	
239	B239	1866845	=B238+H238-O238-P238-Q238+R238-S238+T238
239	C239	0	=ЗакПро!AP232
239	D239	0	=ЗакПро!AQ232
239	E239	0	=ЗакПро!AR232
239	F239	0	=ЗакПро!AS232
239	G239	0	=SUM(C239:D239)
239	H239	0	=SUM(E239:F239)
239	I239	-	=IFERROR((E239-C239)/C239*100,"-")
239	J239	-	=IFERROR((F239-D239)/D239*100,"-")
239	K239	-	=IFERROR((H239-G239)/G239*100,"-")
239	L239	0	=H239-G239
239	M239	25000	
239	N239	228860	
239	O239	253860	=M239+N239
239	AD239	0	=SUM(U239:AC239)
239	AH239	-4577.2	=N239-N239-(N239*0.02)
